content_id,avg_polarity,review_count,pct_positive,pct_neutral,pct_negative,avg_subjectivity,avg_acting_score,avg_plot_score,avg_visual_score
M0296572,0.344,5,60.0,40.0,0.0,0.483,0.047,0.253,0.123
M0297284,-0.05,5,60.0,0.0,40.0,0.525,-0.1,0.001,0.101
M0297884,0.163,5,20.0,80.0,0.0,0.48,0.111,0.017,0.093
M0298130,0.326,5,60.0,40.0,0.0,0.598,0.134,0.127,0.217
M0298148,0.288,5,60.0,0.0,40.0,0.624,0.093,0.261,-0.007
M0298203,0.515,5,80.0,20.0,0.0,0.669,0.143,0.375,0.0
M0298228,-0.054,5,60.0,0.0,40.0,0.597,-0.07,-0.123,0.123
M0298814,-0.285,5,0.0,60.0,40.0,0.406,0.034,-0.041,0.0
M0298845,0.458,5,80.0,20.0,0.0,0.624,0.0,0.4,0.0
M0299658,0.248,5,40.0,60.0,0.0,0.579,0.111,0.167,0.093
M0299977,0.411,5,80.0,20.0,0.0,0.594,0.172,0.201,0.273
M0300051,0.007,5,20.0,60.0,20.0,0.619,0.004,0.007,0.0
M0300140,0.287,5,60.0,20.0,20.0,0.67,0.097,0.206,0.093
M0300471,0.054,5,20.0,60.0,20.0,0.394,0.039,0.039,0.0
M0300556,-0.27,5,0.0,60.0,40.0,0.461,-0.072,-0.147,0.0
M0301199,0.372,5,80.0,20.0,0.0,0.613,0.127,0.35,0.123
M0301357,0.245,5,60.0,40.0,0.0,0.589,0.004,0.334,0.0
M0301470,0.053,5,40.0,40.0,20.0,0.656,0.127,0.127,0.0
M0301976,0.239,5,60.0,40.0,0.0,0.505,0.127,0.191,0.0
M0302640,-0.136,5,20.0,60.0,20.0,0.422,0.021,0.021,0.0
M0302886,0.167,5,40.0,40.0,20.0,0.565,0.1,0.2,0.0
M0303816,-0.268,5,20.0,40.0,40.0,0.535,0.017,-0.127,0.0
M0304141,0.628,5,80.0,20.0,0.0,0.678,0.013,0.538,0.224
M0304415,0.006,5,0.0,100.0,0.0,0.402,0.017,0.017,0.0
M0304669,-0.131,5,40.0,20.0,40.0,0.621,-0.007,-0.198,0.093
M0305206,0.631,5,100.0,0.0,0.0,0.622,0.209,0.351,0.179
M0305224,0.106,5,40.0,40.0,20.0,0.624,0.213,0.213,0.0
M0305357,-0.637,5,0.0,0.0,100.0,0.531,-0.076,-0.225,0.0
M0305711,-0.463,5,0.0,40.0,60.0,0.615,0.004,-0.241,0.0
M0306047,-0.215,5,40.0,0.0,60.0,0.669,0.057,-0.218,0.0
M0307453,-0.029,5,40.0,20.0,40.0,0.673,0.057,0.027,-0.135
M0307479,-0.047,5,20.0,60.0,20.0,0.385,0.064,0.027,0.0
M0307901,0.184,5,60.0,20.0,20.0,0.712,0.211,0.099,0.093
M0307987,0.099,5,40.0,40.0,20.0,0.552,0.027,0.115,0.123
M0308055,0.006,5,20.0,80.0,0.0,0.402,0.017,0.017,0.0
M0308152,0.223,5,60.0,0.0,40.0,0.753,0.0,0.397,0.247
M0308379,0.355,5,60.0,40.0,0.0,0.434,0.044,0.263,0.0
M0308383,0.313,5,60.0,40.0,0.0,0.486,0.113,0.28,0.0
M0308644,0.683,5,100.0,0.0,0.0,0.664,0.127,0.566,0.0
M0309377,0.181,5,40.0,60.0,0.0,0.479,0.131,0.104,0.0
M0309593,-0.228,5,20.0,20.0,60.0,0.585,0.097,-0.192,0.093
M0309698,0.031,5,40.0,40.0,20.0,0.596,0.207,-0.033,0.093
M0309987,0.351,5,60.0,40.0,0.0,0.621,0.104,0.305,0.101
M0310281,0.249,5,60.0,40.0,0.0,0.546,0.158,0.117,0.093
M0310775,0.033,5,20.0,80.0,0.0,0.466,0.026,0.126,0.0
M0310793,0.297,5,80.0,0.0,20.0,0.634,0.217,0.123,0.31
M0311113,0.142,5,40.0,60.0,0.0,0.407,0.108,0.015,0.093
M0311289,-0.001,5,40.0,20.0,40.0,0.622,0.04,0.005,0.0
M0311429,0.104,5,60.0,0.0,40.0,0.543,-0.11,0.062,0.0
M0312004,0.199,5,60.0,40.0,0.0,0.526,0.06,0.15,0.06
M0312528,0.309,5,60.0,20.0,20.0,0.628,-0.022,0.2,0.078
M0312549,0.152,5,20.0,80.0,0.0,0.519,0.013,0.163,0.0
M0313443,-0.126,5,20.0,40.0,40.0,0.479,0.034,0.004,0.0
M0313542,0.33,5,60.0,40.0,0.0,0.615,0.25,0.127,0.093
M0313737,-0.286,5,0.0,40.0,60.0,0.491,0.004,-0.143,0.0
M0313792,-0.09,5,20.0,60.0,20.0,0.517,0.008,0.108,0.0
M0314331,0.465,5,80.0,20.0,0.0,0.741,0.141,0.247,0.34
M0314353,0.246,5,40.0,60.0,0.0,0.529,0.112,0.169,0.093
M0314498,-0.054,5,20.0,60.0,20.0,0.535,0.097,0.004,0.093
M0315327,0.027,5,20.0,80.0,0.0,0.497,0.008,0.008,0.0
M0315642,0.464,5,80.0,20.0,0.0,0.591,0.197,0.315,0.093
M0315733,0.719,5,100.0,0.0,0.0,0.728,0.093,0.535,0.217
M0315983,0.3,5,60.0,40.0,0.0,0.67,0.117,0.297,0.0
M0316356,0.454,5,80.0,20.0,0.0,0.698,0.0,0.37,0.37
M0316396,-0.061,5,20.0,40.0,40.0,0.523,0.013,0.113,0.0
M0316465,0.299,5,60.0,40.0,0.0,0.668,0.282,0.234,0.0
M0316654,0.136,5,40.0,20.0,40.0,0.567,0.015,0.214,0.123
M0317198,-0.016,5,60.0,0.0,40.0,0.613,0.0,0.003,0.0
M0317219,0.241,5,60.0,40.0,0.0,0.481,0.027,0.25,0.215
M0317248,0.685,5,100.0,0.0,0.0,0.688,0.234,0.3,0.187
M0317303,-0.064,5,20.0,60.0,20.0,0.487,0.057,0.027,0.0
M0317648,-0.219,5,20.0,40.0,40.0,0.473,0.061,-0.128,0.0
M0317705,0.496,5,100.0,0.0,0.0,0.607,0.26,0.3,0.06
M0317740,0.137,5,40.0,60.0,0.0,0.48,0.129,0.008,0.093
M0317910,0.577,5,100.0,0.0,0.0,0.72,0.131,0.348,0.441
M0317919,0.129,5,40.0,60.0,0.0,0.436,0.116,0.023,0.093
M0318034,0.416,5,100.0,0.0,0.0,0.576,0.261,0.2,0.093
M0318411,0.319,5,60.0,40.0,0.0,0.545,0.038,0.258,0.101
M0318462,0.118,5,40.0,40.0,20.0,0.632,0.007,0.037,0.217
M0318627,-0.02,5,20.0,60.0,20.0,0.392,0.015,0.015,0.0
M0318649,0.053,5,0.0,100.0,0.0,0.302,0.03,0.03,0.0
M0319061,0.454,5,80.0,20.0,0.0,0.623,0.228,0.227,0.217
M0319262,0.061,5,60.0,20.0,20.0,0.548,0.045,0.004,0.093
M0319343,0.075,5,20.0,80.0,0.0,0.569,0.111,0.017,0.093
M0319769,0.196,5,80.0,0.0,20.0,0.586,0.068,0.165,0.101
M0320193,0.182,5,40.0,60.0,0.0,0.5,0.017,0.228,0.0
M0320661,0.086,5,20.0,80.0,0.0,0.363,0.034,0.0,0.0
M0320691,0.28,5,60.0,40.0,0.0,0.534,0.104,0.227,0.123
M0322259,-0.301,5,0.0,60.0,40.0,0.522,0.023,-0.124,0.0
M0322330,0.375,5,60.0,20.0,20.0,0.65,0.004,0.415,0.0
M0322589,-0.032,5,20.0,60.0,20.0,0.58,0.008,0.06,0.0
M0322802,-0.411,5,0.0,40.0,60.0,0.432,0.004,0.004,0.0
M0324133,0.273,5,60.0,40.0,0.0,0.613,0.207,0.213,0.093
M0324216,0.195,5,60.0,40.0,0.0,0.45,0.141,0.017,0.093
M0324554,0.25,5,40.0,60.0,0.0,0.659,0.097,0.154,0.093
M0325055,-0.083,5,20.0,40.0,40.0,0.549,0.017,0.167,0.0
M0325655,0.132,5,60.0,20.0,20.0,0.54,0.031,0.003,0.0
M0325703,0.152,5,40.0,60.0,0.0,0.643,0.211,0.117,0.093
M0325710,0.409,5,60.0,40.0,0.0,0.632,0.32,0.227,0.093
M0325805,0.008,5,40.0,40.0,20.0,0.451,0.092,0.08,0.078
M0325980,0.529,5,100.0,0.0,0.0,0.592,0.199,0.223,0.295
M0327056,0.214,5,60.0,20.0,20.0,0.668,0.13,0.2,0.0
M0327084,0.462,5,80.0,20.0,0.0,0.613,0.082,0.277,0.266
M0327137,0.042,5,40.0,20.0,40.0,0.5,0.137,0.013,0.093
M0327162,-0.013,5,20.0,60.0,20.0,0.523,0.013,0.017,0.0
M0327247,-0.187,5,0.0,80.0,20.0,0.591,0.0,0.0,0.0
M0327437,-0.157,5,0.0,80.0,20.0,0.456,0.019,-0.056,0.0
M0327554,-0.311,5,20.0,20.0,60.0,0.508,-0.048,-0.076,0.0
M0327597,0.135,5,60.0,20.0,20.0,0.589,-0.1,0.15,-0.001
M0327679,0.302,5,40.0,60.0,0.0,0.584,0.153,0.277,0.123
M0327850,-0.333,5,0.0,60.0,40.0,0.533,0.004,-0.143,0.0
M0328107,0.082,5,40.0,40.0,20.0,0.431,0.158,0.056,0.0
M0328538,0.347,5,60.0,40.0,0.0,0.623,0.278,0.2,0.078
M0328589,-0.185,5,0.0,80.0,20.0,0.452,-0.079,-0.079,0.0
M0328828,-0.031,5,20.0,40.0,40.0,0.509,-0.087,0.063,0.0
M0328832,0.107,5,60.0,20.0,20.0,0.571,0.181,0.113,0.11
M0328880,0.078,5,20.0,80.0,0.0,0.527,0.021,0.121,0.048
M0329101,-0.429,5,0.0,40.0,60.0,0.496,-0.057,-0.278,0.0
M0329575,0.484,5,80.0,20.0,0.0,0.539,0.178,0.317,0.078
M0329774,-0.138,5,20.0,40.0,40.0,0.517,0.015,0.041,0.0
M0330373,0.454,5,100.0,0.0,0.0,0.53,0.0,0.361,0.0
M0330793,0.286,5,60.0,20.0,20.0,0.646,0.115,0.268,0.0
M0331811,0.314,5,60.0,40.0,0.0,0.561,0.193,0.2,0.093
M0332047,0.225,5,40.0,40.0,20.0,0.617,0.253,0.253,0.0
M0332136,-0.136,5,40.0,20.0,40.0,0.508,0.073,-0.133,0.0
M0332280,0.263,5,60.0,20.0,20.0,0.523,0.193,0.2,0.093
M0332379,0.381,5,60.0,40.0,0.0,0.577,0.214,0.15,0.31
M0332452,0.038,5,40.0,0.0,60.0,0.539,0.093,0.013,0.093
M0333766,0.347,5,60.0,40.0,0.0,0.623,0.041,0.277,0.123
M0333780,-0.47,5,0.0,40.0,60.0,0.652,-0.1,-0.345,0.0
M0335119,0.076,5,20.0,80.0,0.0,0.529,0.121,0.121,0.0
M0335245,-0.028,5,20.0,60.0,20.0,0.553,-0.007,-0.1,0.093
M0335266,0.134,5,40.0,40.0,20.0,0.525,0.113,0.213,0.0
M0335345,0.414,5,60.0,40.0,0.0,0.588,0.197,0.254,0.093
M0335438,-0.117,5,20.0,40.0,40.0,0.612,0.0,0.111,0.0
M0337563,0.212,5,60.0,20.0,20.0,0.645,-0.07,0.147,0.247
M0337692,-0.116,5,40.0,20.0,40.0,0.635,0.1,0.004,0.0
M0337741,0.136,5,40.0,20.0,40.0,0.626,0.0,0.202,0.0
M0337876,0.024,5,60.0,20.0,20.0,0.58,0.0,0.031,0.0
M0337909,0.228,5,60.0,40.0,0.0,0.531,0.078,0.167,0.078
M0337921,-0.058,5,0.0,100.0,0.0,0.35,0.049,0.049,0.0
M0337978,0.282,5,40.0,60.0,0.0,0.586,0.0,0.273,0.123
M0338013,0.52,5,100.0,0.0,0.0,0.673,0.03,0.437,0.37
M0338094,-0.415,5,0.0,40.0,60.0,0.637,-0.1,-0.345,0.0
M0338095,0.348,5,100.0,0.0,0.0,0.64,0.168,0.16,0.093
M0338135,0.226,5,60.0,20.0,20.0,0.531,0.03,0.201,0.101
M0338188,0.307,5,60.0,20.0,20.0,0.63,0.118,0.19,0.078
M0338337,-0.079,5,40.0,40.0,20.0,0.441,0.053,-0.128,0.0
M0338348,-0.082,5,20.0,60.0,20.0,0.556,0.03,-0.098,0.033
M0338459,-0.402,5,20.0,0.0,80.0,0.6,0.0,0.1,0.0
M0338466,-0.342,5,0.0,60.0,40.0,0.493,0.017,-0.129,0.0
M0338526,-0.216,5,40.0,0.0,60.0,0.603,0.129,-0.047,0.0
M0338564,0.222,5,60.0,0.0,40.0,0.613,0.1,0.335,0.123
M0338751,0.057,5,40.0,40.0,20.0,0.605,0.004,0.227,0.123
M0339291,0.407,5,60.0,40.0,0.0,0.527,0.17,0.241,0.101
M0340163,0.001,5,40.0,20.0,40.0,0.678,0.0,0.156,0.0
M0340377,0.089,5,20.0,80.0,0.0,0.512,0.127,0.127,0.0
M0340855,0.006,5,20.0,40.0,40.0,0.562,0.004,0.154,0.0
M0342172,0.521,5,80.0,20.0,0.0,0.738,0.313,0.463,0.0
M0342258,0.436,5,80.0,20.0,0.0,0.627,0.0,0.473,0.123
M0342735,0.233,5,80.0,0.0,20.0,0.533,0.247,0.0,0.187
M0343135,-0.12,5,40.0,20.0,40.0,0.548,0.043,-0.133,0.0
M0343660,0.255,5,40.0,60.0,0.0,0.63,0.097,0.154,0.093
M0343737,0.215,5,40.0,40.0,20.0,0.536,0.127,0.238,0.0
M0343818,0.396,5,80.0,20.0,0.0,0.591,0.143,0.338,0.123
M0344510,0.19,5,40.0,40.0,20.0,0.644,-0.096,0.204,0.0
M0345061,-0.107,5,20.0,40.0,40.0,0.607,-0.087,-0.035,0.0
M0345950,0.066,5,60.0,20.0,20.0,0.539,0.128,-0.043,0.124
M0346094,0.397,5,60.0,40.0,0.0,0.55,0.111,0.278,0.093
M0346156,-0.14,5,20.0,20.0,60.0,0.414,0.015,0.041,0.0
M0346336,0.568,5,100.0,0.0,0.0,0.782,0.1,0.57,0.37
M0346491,0.101,5,40.0,20.0,40.0,0.682,0.142,0.242,0.101
M0347048,0.195,5,60.0,20.0,20.0,0.69,0.104,0.284,0.0
M0347149,0.216,5,60.0,20.0,20.0,0.607,0.207,0.078,0.107
M0347246,0.396,5,80.0,20.0,0.0,0.582,0.127,0.227,0.247
M0347304,0.332,5,60.0,40.0,0.0,0.695,0.097,0.227,0.217
M0347618,-0.262,5,0.0,40.0,60.0,0.44,0.017,-0.129,0.013
M0348150,-0.141,5,20.0,40.0,40.0,0.546,-0.061,0.019,0.0
M0348333,-0.161,5,0.0,80.0,20.0,0.513,-0.096,-0.096,0.0
M0348568,0.305,5,40.0,60.0,0.0,0.651,0.004,0.277,0.123
M0348836,0.307,5,60.0,20.0,20.0,0.617,0.031,0.261,0.0
M0349205,-0.272,5,0.0,60.0,40.0,0.542,0.0,-0.245,0.0
M0349683,0.248,5,60.0,20.0,20.0,0.599,0.302,0.041,0.187
M0349710,0.361,5,40.0,60.0,0.0,0.517,0.142,0.292,0.0
M0349825,0.451,5,80.0,20.0,0.0,0.625,0.104,0.354,0.0
M0349903,-0.006,5,60.0,0.0,40.0,0.576,0.0,0.152,0.0
M0350028,-0.149,5,20.0,60.0,20.0,0.566,0.004,-0.094,0.0
M0350258,0.397,5,80.0,20.0,0.0,0.552,0.289,0.113,0.093
M0350261,0.088,5,20.0,80.0,0.0,0.605,0.008,0.131,0.123
M0351283,-0.146,5,0.0,80.0,20.0,0.419,0.027,-0.071,-0.04
M0351817,0.628,5,80.0,20.0,0.0,0.675,0.0,0.524,0.224
M0351977,-0.118,5,0.0,80.0,20.0,0.444,0.015,-0.059,0.0
M0352248,0.549,5,100.0,0.0,0.0,0.737,0.247,0.403,0.123
M0352343,0.053,5,40.0,60.0,0.0,0.458,0.017,0.017,0.0
M0353969,0.467,5,100.0,0.0,0.0,0.602,0.341,0.127,0.187
M0354899,0.256,5,40.0,60.0,0.0,0.578,0.027,0.251,0.224
M0355295,-0.186,5,0.0,60.0,40.0,0.426,-0.076,-0.076,0.0
M0355702,0.331,5,60.0,40.0,0.0,0.642,0.178,0.223,0.202
M0356150,-0.247,5,20.0,40.0,40.0,0.644,0.0,-0.067,0.0
M0356470,-0.007,5,20.0,60.0,20.0,0.539,0.047,0.0,0.0
M0356618,0.214,5,40.0,60.0,0.0,0.501,0.047,0.1,0.0
M0356634,-0.572,5,20.0,0.0,80.0,0.615,0.0,-0.391,-0.034
M0356680,-0.19,5,0.0,80.0,20.0,0.506,0.011,0.011,0.0
M0356721,0.456,5,80.0,20.0,0.0,0.62,0.093,0.25,0.093
M0356910,0.243,5,40.0,60.0,0.0,0.467,0.015,0.216,0.101
M0357277,-0.733,5,0.0,0.0,100.0,0.606,0.0,-0.368,0.0
M0357413,-0.52,5,0.0,20.0,80.0,0.571,-0.2,-0.396,0.0
M0358082,0.115,5,40.0,40.0,20.0,0.682,0.217,0.217,-0.1
M0358135,-0.208,5,20.0,40.0,40.0,0.509,-0.087,-0.087,0.0
M0358273,0.594,5,100.0,0.0,0.0,0.797,0.227,0.573,0.247
M0358456,0.532,5,100.0,0.0,0.0,0.605,0.254,0.25,0.093
M0359013,-0.059,5,40.0,20.0,40.0,0.558,0.042,0.0,0.0
M0359950,0.461,5,80.0,20.0,0.0,0.678,0.248,0.267,0.093
M0360201,-0.124,5,20.0,60.0,20.0,0.393,0.031,0.031,0.0
M0360486,0.281,5,60.0,20.0,20.0,0.554,0.138,0.254,0.0
M0360556,-0.318,5,0.0,60.0,40.0,0.584,0.013,-0.28,0.0
M0360717,0.586,5,80.0,20.0,0.0,0.654,0.242,0.503,0.0
M0361127,0.228,5,60.0,40.0,0.0,0.616,0.113,0.213,0.0
M0361596,0.094,5,60.0,20.0,20.0,0.515,-0.054,0.147,0.123
M0361748,0.554,5,100.0,0.0,0.0,0.698,0.251,0.327,0.093
M0361862,0.228,5,40.0,40.0,20.0,0.534,0.193,0.1,0.093
M0362120,-0.058,5,40.0,20.0,40.0,0.673,0.097,-0.043,0.093
M0362225,0.364,5,60.0,40.0,0.0,0.605,0.034,0.304,0.0
M0362227,-0.056,5,40.0,20.0,40.0,0.648,0.131,0.0,0.093
M0362270,0.662,5,100.0,0.0,0.0,0.82,0.213,0.587,0.123
M0362478,-0.174,5,20.0,40.0,40.0,0.639,0.013,-0.13,0.0
M0363163,0.373,5,80.0,0.0,20.0,0.67,0.28,0.15,0.28
M0363226,0.203,5,40.0,60.0,0.0,0.489,0.019,0.269,0.0
M0363547,0.199,5,40.0,40.0,20.0,0.584,-0.1,0.2,0.0
M0363589,0.086,5,40.0,40.0,20.0,0.559,-0.065,0.054,0.0
M0363771,0.372,5,80.0,20.0,0.0,0.641,0.197,0.227,0.217
M0363988,0.354,5,60.0,40.0,0.0,0.697,0.197,0.227,0.217
M0364045,-0.415,5,20.0,20.0,60.0,0.574,-0.096,-0.341,0.0
M0364343,-0.126,5,20.0,60.0,20.0,0.473,0.017,-0.129,0.0
M0364517,0.282,5,60.0,20.0,20.0,0.565,0.3,0.113,0.187
M0364569,0.547,5,100.0,0.0,0.0,0.675,0.287,0.29,0.31
M0364725,0.333,5,80.0,20.0,0.0,0.579,0.188,0.0,0.093
M0364751,-0.447,5,0.0,40.0,60.0,0.561,0.008,-0.188,0.0
M0364930,0.188,5,60.0,40.0,0.0,0.604,0.0,0.28,0.0
M0364961,-0.027,5,20.0,60.0,20.0,0.576,0.093,0.0,0.093
M0364970,-0.199,5,20.0,40.0,40.0,0.464,-0.061,-0.061,0.0
M0365376,0.311,5,80.0,0.0,20.0,0.627,-0.007,0.135,0.217
M0365485,0.377,5,60.0,40.0,0.0,0.576,0.191,0.154,0.187
M0365545,-0.015,5,20.0,80.0,0.0,0.484,0.017,0.017,0.0
M0365686,0.134,5,20.0,80.0,0.0,0.553,0.0,0.123,0.123
M0365737,0.313,5,60.0,40.0,0.0,0.619,0.097,0.254,0.093
M0365748,0.276,5,80.0,0.0,20.0,0.704,0.213,0.337,0.123
M0365830,0.162,5,20.0,80.0,0.0,0.416,0.031,0.181,0.0
M0365907,-0.254,5,20.0,20.0,60.0,0.54,-0.061,-0.058,0.0
M0365929,-0.147,5,40.0,20.0,40.0,0.46,-0.03,-0.147,0.0
M0366548,0.124,5,40.0,40.0,20.0,0.662,0.234,0.136,-0.098
M0366551,-0.16,5,0.0,60.0,40.0,0.524,-0.1,-0.1,0.0
M0366627,-0.003,5,20.0,40.0,40.0,0.511,0.004,0.056,0.0
M0367027,0.183,5,40.0,60.0,0.0,0.71,0.117,0.197,0.0
M0367085,-0.709,5,0.0,0.0,100.0,0.601,-0.1,-0.345,0.0
M0367089,-0.092,5,20.0,60.0,20.0,0.574,0.0,0.0,0.0
M0367110,0.217,5,60.0,40.0,0.0,0.477,0.137,0.113,0.093
M0367188,0.493,5,80.0,20.0,0.0,0.679,0.038,0.352,0.202
M0367479,-0.146,5,0.0,80.0,20.0,0.387,0.019,0.019,0.0
M0367594,0.076,5,20.0,80.0,0.0,0.523,0.127,0.127,0.0
M0367882,-0.142,5,0.0,60.0,40.0,0.446,-0.076,-0.076,0.0
M0367959,0.224,5,60.0,20.0,20.0,0.638,-0.007,0.101,0.217
M0368008,0.026,5,40.0,40.0,20.0,0.603,0.097,0.004,0.093
M0368226,-0.262,5,20.0,20.0,60.0,0.607,0.092,-0.183,0.078
M0368447,-0.276,5,20.0,40.0,40.0,0.571,0.013,-0.231,0.0
M0368709,0.123,5,40.0,60.0,0.0,0.568,0.03,0.1,0.0
M0368794,0.078,5,40.0,20.0,40.0,0.51,0.043,0.163,0.0
M0368891,0.103,5,40.0,40.0,20.0,0.592,0.019,0.266,0.247
M0368909,0.168,5,40.0,40.0,20.0,0.577,0.015,0.288,0.123
M0368933,0.087,5,20.0,40.0,40.0,0.443,0.013,0.114,0.101
M0369339,0.137,5,40.0,40.0,20.0,0.629,0.004,0.254,0.0
M0369436,-0.342,5,0.0,40.0,60.0,0.533,-0.087,-0.233,0.0
M0369441,0.421,5,60.0,40.0,0.0,0.67,0.13,0.38,0.0
M0369610,0.359,5,60.0,40.0,0.0,0.497,0.142,0.165,0.093
M0369702,0.252,5,80.0,0.0,20.0,0.568,0.093,0.137,0.093
M0370032,-0.314,5,20.0,0.0,80.0,0.538,-0.228,-0.078,0.0
M0370263,-0.004,5,40.0,20.0,40.0,0.604,0.002,-0.073,0.078
M0370986,0.08,5,40.0,20.0,40.0,0.526,0.113,0.214,0.101
M0371246,0.113,5,40.0,40.0,20.0,0.675,0.209,0.032,0.078
M0371257,0.332,5,60.0,40.0,0.0,0.477,0.148,0.228,0.0
M0371606,-0.017,5,20.0,60.0,20.0,0.579,0.111,0.017,0.042
M0371724,0.26,5,60.0,40.0,0.0,0.594,0.097,0.105,0.194
M0371746,0.397,5,80.0,0.0,20.0,0.634,0.0,0.392,0.0
M0372183,0.488,5,100.0,0.0,0.0,0.658,0.235,0.323,0.217
M0372237,-0.125,5,40.0,20.0,40.0,0.557,0.034,0.006,0.0
M0372532,-0.386,5,0.0,40.0,60.0,0.555,-0.083,-0.181,0.0
M0372588,0.325,5,60.0,40.0,0.0,0.478,0.121,0.1,0.093
M0372784,0.43,5,60.0,40.0,0.0,0.7,0.347,0.253,0.093
M0372824,0.608,5,100.0,0.0,0.0,0.59,0.138,0.317,0.194
M0373051,0.111,5,40.0,40.0,20.0,0.54,0.049,0.165,0.0
M0373074,0.677,5,100.0,0.0,0.0,0.658,0.233,0.377,0.179
M0373283,-0.095,5,20.0,40.0,40.0,0.52,0.017,-0.076,0.093
M0373469,0.191,5,40.0,60.0,0.0,0.485,0.113,0.113,0.0
M0373883,0.385,5,60.0,40.0,0.0,0.61,0.227,0.305,0.0
M0373889,0.196,5,60.0,20.0,20.0,0.519,0.221,0.004,0.187
M0373926,-0.135,5,20.0,40.0,40.0,0.544,0.004,0.006,0.0
M0374102,-0.121,5,0.0,80.0,20.0,0.659,0.004,0.004,0.0
M0374536,-0.241,5,0.0,60.0,40.0,0.566,0.011,0.011,0.0
M0374546,0.268,5,60.0,40.0,0.0,0.546,0.088,0.137,0.123
M0374569,0.201,5,40.0,60.0,0.0,0.524,0.143,0.113,0.0
M0374900,0.129,5,40.0,40.0,20.0,0.634,0.004,0.118,0.0
M0375063,0.241,5,80.0,0.0,20.0,0.71,0.075,0.149,0.247
M0375154,0.174,5,60.0,20.0,20.0,0.654,0.127,0.13,0.0
M0375173,-0.229,5,0.0,60.0,40.0,0.471,-0.083,-0.083,0.0
M0375568,-0.087,5,0.0,80.0,20.0,0.548,0.013,0.013,0.015
M0375611,0.299,5,80.0,0.0,20.0,0.643,0.207,0.325,0.093
M0375679,0.45,5,80.0,20.0,0.0,0.658,0.0,0.424,0.224
M0375912,0.46,5,60.0,40.0,0.0,0.627,0.015,0.438,0.123
M0376136,0.152,5,40.0,60.0,0.0,0.489,0.113,0.18,0.0
M0376479,0.147,5,20.0,80.0,0.0,0.495,0.017,0.128,0.0
M0376541,-0.23,5,0.0,60.0,40.0,0.426,0.031,-0.116,0.0
M0376968,0.466,5,100.0,0.0,0.0,0.674,0.244,0.213,0.093
M0376994,0.216,5,40.0,60.0,0.0,0.392,0.015,0.138,0.123
M0377062,0.084,5,20.0,80.0,0.0,0.288,0.079,0.045,0.0
M0377091,0.329,5,40.0,60.0,0.0,0.714,0.24,0.24,0.0
M0377092,0.158,5,40.0,40.0,20.0,0.494,0.105,0.138,0.078
M0377107,-0.135,5,0.0,80.0,20.0,0.607,0.008,0.008,0.0
M0377109,-0.114,5,20.0,60.0,20.0,0.472,0.004,-0.094,0.0
M0377471,-0.368,5,20.0,0.0,80.0,0.686,0.0,-0.095,0.0
M0377818,-0.39,5,20.0,20.0,60.0,0.567,-0.2,-0.298,0.0
M0377981,-0.272,5,20.0,20.0,60.0,0.598,0.004,-0.141,-0.098
M0378109,-0.204,5,20.0,40.0,40.0,0.568,0.093,-0.074,0.093
M0378194,0.16,5,60.0,0.0,40.0,0.734,0.151,0.154,0.0
M0378793,-0.134,5,20.0,40.0,40.0,0.422,0.017,0.117,0.0
M0378947,-0.015,5,20.0,60.0,20.0,0.598,0.013,0.137,0.123
M0379217,0.26,5,60.0,40.0,0.0,0.567,0.037,0.15,0.0
M0379557,0.224,5,60.0,20.0,20.0,0.525,-0.002,0.143,0.202
M0379725,0.262,5,60.0,40.0,0.0,0.572,0.075,0.15,0.0
M0379786,0.532,5,100.0,0.0,0.0,0.593,0.184,0.314,0.0
M0379889,0.016,5,40.0,40.0,20.0,0.499,0.004,0.07,0.0
M0380268,0.391,5,60.0,40.0,0.0,0.606,0.1,0.35,0.0
M0380389,0.118,5,20.0,80.0,0.0,0.569,0.14,0.14,0.0
M0380510,0.09,5,40.0,20.0,40.0,0.717,0.0,0.273,0.123
M0380599,0.282,5,80.0,20.0,0.0,0.49,0.127,0.104,0.093
M0380623,0.012,5,40.0,20.0,40.0,0.603,0.038,0.15,0.0
M0381061,0.359,5,60.0,20.0,20.0,0.587,-0.061,0.34,0.101
M0381681,0.477,5,80.0,20.0,0.0,0.618,0.216,0.25,0.078
M0381707,-0.112,5,20.0,60.0,20.0,0.404,0.021,0.088,0.0
M0381849,0.364,5,80.0,20.0,0.0,0.633,0.251,0.21,0.093
M0381966,-0.255,5,20.0,20.0,60.0,0.62,-0.096,-0.096,0.0
M0382077,-0.198,5,20.0,40.0,40.0,0.69,0.0,-0.143,0.0
M0382189,0.204,5,40.0,40.0,20.0,0.536,0.082,0.154,0.078
M0382625,-0.13,5,20.0,60.0,20.0,0.532,0.043,-0.133,0.0
M0382628,-0.121,5,0.0,80.0,20.0,0.536,0.013,0.013,0.0
M0382932,0.391,5,80.0,20.0,0.0,0.616,0.157,0.328,0.167
M0383010,-0.439,5,0.0,40.0,60.0,0.528,-0.087,-0.185,0.0
M0383028,0.249,5,60.0,40.0,0.0,0.493,0.171,0.0,0.093
M0383216,-0.073,5,20.0,60.0,20.0,0.583,0.017,-0.029,0.0
M0383574,0.351,5,60.0,40.0,0.0,0.596,0.112,0.243,0.318
M0383694,0.525,5,100.0,0.0,0.0,0.643,0.293,0.4,0.093
M0384537,-0.097,5,40.0,0.0,60.0,0.657,-0.2,0.073,0.123
