content_id,date,daily_views,avg_rating
M1045658,2017-06-01,600,4.5
M1045658,2017-07-01,300,4.5
M1045658,2017-08-01,900,4.166666666666667
M1045658,2017-09-01,2400,3.9375
M1045658,2017-10-01,300,2.5
M1045658,2017-11-01,600,4.0
M1045658,2017-12-01,300,2.5
M1045658,2018-01-01,1200,4.125
M1045658,2018-02-01,900,4.333333333333333
M1045658,2018-03-01,900,4.333333333333333
M1045658,2018-04-01,600,4.25
M1045658,2018-05-01,300,4.5
M1045658,2018-06-01,900,4.166666666666667
M1045658,2018-07-01,900,3.8333333333333335
M1045658,2018-08-01,900,4.0
M1045658,2018-09-01,1800,3.5833333333333335
M1045658,2018-10-01,2400,4.3125
M1045658,2018-11-01,900,4.166666666666667
M1045658,2018-12-01,1800,3.8333333333333335
M1045658,2019-01-01,1500,4.1
M1045658,2019-02-01,1200,3.375
M1045658,2019-03-01,2400,4.25
M1045658,2019-04-01,600,3.0
M1045658,2019-05-01,900,4.166666666666667
M1045658,2019-06-01,1500,4.2
M1045658,2019-07-01,1800,4.0
M1045658,2019-08-01,300,2.5
M1045658,2019-09-01,1200,3.875
M1045658,2019-10-01,600,2.75
M1045658,2019-12-01,600,4.25
M1045658,2020-01-01,2400,4.25
M1045658,2020-03-01,1800,4.0
M1045658,2020-04-01,1200,4.625
M1045658,2020-05-01,1200,4.5
M1045658,2020-06-01,1500,4.7
M1045658,2020-07-01,900,4.166666666666667
M1045658,2020-08-01,1200,3.625
M1045658,2020-09-01,300,3.0
M1045658,2021-01-01,300,4.0
M1045658,2021-02-01,1800,4.5
M1045658,2021-06-01,300,4.0
M1045658,2021-07-01,300,5.0
M1045658,2021-08-01,600,3.75
M1170358,2013-12-01,242700,4.095797280593325
M1170358,2014-01-01,69300,4.0021645021645025
M1170358,2014-02-01,9000,3.966666666666667
M1170358,2014-03-01,21600,4.013888888888889
M1170358,2014-04-01,21300,3.8098591549295775
M1170358,2014-05-01,12600,4.059523809523809
M1170358,2014-06-01,5400,4.027777777777778
M1170358,2014-07-01,4500,3.7333333333333334
M1170358,2014-08-01,5400,4.027777777777778
M1170358,2014-09-01,3600,3.4583333333333335
M1170358,2014-10-01,4200,4.035714285714286
M1170358,2014-11-01,3300,4.0
M1170358,2014-12-01,5400,3.7777777777777777
M1170358,2015-01-01,3300,4.2727272727272725
M1170358,2015-02-01,1200,4.25
M1170358,2015-03-01,2700,3.9444444444444446
M1170358,2015-04-01,1800,4.333333333333333
M1170358,2015-05-01,300,4.5
M1170358,2015-06-01,1200,4.375
M1170358,2015-07-01,1800,4.083333333333333
M1170358,2015-08-01,1200,4.25
M1170358,2015-09-01,300,4.5
M1170358,2015-10-01,1500,3.8
M1170358,2015-11-01,300,4.5
M1170358,2015-12-01,900,3.8333333333333335
M1170358,2016-01-01,600,4.0
M1170358,2016-02-01,300,4.0
M1170358,2016-03-01,300,4.0
M1170358,2016-05-01,300,4.5
M1170358,2016-07-01,900,3.8333333333333335
M1170358,2016-08-01,1800,4.0
M1170358,2016-10-01,300,3.5
M1170358,2016-11-01,600,3.75
M1170358,2016-12-01,600,4.5
M1170358,2017-01-01,300,4.0
M1170358,2017-02-01,600,3.25
M1170358,2017-03-01,300,4.0
M1170358,2017-05-01,300,5.0
M1170358,2017-06-01,900,3.3333333333333335
M1170358,2017-11-01,600,4.5
M1170358,2017-12-01,600,4.0
M1170358,2018-01-01,300,2.5
M1170358,2018-02-01,300,4.5
M1170358,2018-05-01,300,3.5
M1170358,2018-06-01,300,4.5
M1170358,2018-07-01,900,4.833333333333333
M1170358,2018-08-01,300,4.0
M1170358,2018-09-01,300,4.0
M1170358,2018-10-01,300,4.5
M1170358,2018-11-01,300,5.0
M1170358,2018-12-01,900,4.333333333333333
M1170358,2019-02-01,1500,4.3
M1170358,2019-03-01,900,3.6666666666666665
M1170358,2019-06-01,300,3.5
M1170358,2019-07-01,600,3.25
M1170358,2019-08-01,900,3.6666666666666665
M1170358,2019-09-01,600,5.0
M1170358,2019-12-01,300,4.5
M1170358,2020-01-01,1200,3.75
M1170358,2020-02-01,300,4.5
M1170358,2020-04-01,600,4.5
M1170358,2020-05-01,300,2.5
M1170358,2020-06-01,300,4.0
M1170358,2020-07-01,300,5.0
M1170358,2020-08-01,300,4.5
M1170358,2020-09-01,300,3.5
M1170358,2021-01-01,300,4.5
M1170358,2021-03-01,900,4.0
M1170358,2021-05-01,300,2.5
M1170358,2021-07-01,300,5.0
M1170358,2021-08-01,300,4.0
M1170358,2021-11-01,300,3.0
M1211837,2016-10-01,40200,4.0559701492537314
M1211837,2016-11-01,140100,3.9507494646680943
M1211837,2016-12-01,14700,3.683673469387755
M1211837,2017-01-01,9900,3.772727272727273
M1211837,2017-02-01,52200,3.7902298850574714
M1211837,2017-03-01,36000,3.691666666666667
M1211837,2017-04-01,9000,3.6166666666666667
M1211837,2017-05-01,4500,3.7666666666666666
M1211837,2017-06-01,5700,3.736842105263158
M1211837,2017-07-01,7200,3.8125
M1211837,2017-08-01,3000,3.65
M1211837,2017-09-01,2100,3.857142857142857
M1211837,2017-10-01,1500,3.3
M1211837,2017-11-01,2100,3.5714285714285716
M1211837,2017-12-01,2700,3.6666666666666665
M1211837,2018-01-01,2100,3.9285714285714284
M1211837,2018-02-01,1500,3.9
M1211837,2018-03-01,3900,3.769230769230769
M1211837,2018-04-01,3600,3.9166666666666665
M1211837,2018-05-01,4200,3.75
M1211837,2018-06-01,2700,4.166666666666667
M1211837,2018-07-01,1800,3.8333333333333335
M1211837,2018-08-01,4200,3.892857142857143
M1211837,2018-09-01,1500,3.6
M1211837,2018-10-01,1200,3.875
M1211837,2018-11-01,300,3.5
M1211837,2018-12-01,900,4.333333333333333
M1211837,2019-01-01,2100,3.7142857142857144
M1211837,2019-02-01,1200,2.625
M1211837,2019-03-01,3000,3.85
M1211837,2019-04-01,2400,3.625
M1211837,2019-05-01,3300,3.727272727272727
M1211837,2019-06-01,2700,3.888888888888889
M1211837,2019-07-01,1500,3.5
M1211837,2019-08-01,1200,3.5
M1211837,2019-09-01,600,4.0
M1211837,2019-10-01,300,2.5
M1211837,2019-12-01,900,4.5
M1211837,2020-01-01,1200,3.75
M1211837,2020-02-01,900,4.333333333333333
M1211837,2020-03-01,900,3.6666666666666665
M1211837,2020-04-01,900,3.8333333333333335
M1211837,2020-05-01,300,4.0
M1211837,2020-06-01,900,3.6666666666666665
M1211837,2020-07-01,2100,3.7857142857142856
M1211837,2020-09-01,300,2.5
M1211837,2021-01-01,1200,4.125
M1211837,2021-02-01,600,3.0
M1211837,2021-03-01,300,4.5
M1211837,2021-04-01,600,3.0
M1211837,2021-05-01,900,3.8333333333333335
M1211837,2021-06-01,1500,4.4
M1211837,2021-07-01,1200,3.5
M1211837,2021-08-01,1500,4.4
M1245492,2013-06-01,41400,3.9746376811594204
M1245492,2013-07-01,31500,3.8285714285714287
M1245492,2013-08-01,4500,3.3333333333333335
M1245492,2013-09-01,84600,3.3882978723404253
M1245492,2013-10-01,48000,3.23125
M1245492,2013-11-01,25200,3.3333333333333335
M1245492,2013-12-01,15900,3.1132075471698113
M1245492,2014-01-01,14100,3.25531914893617
M1245492,2014-02-01,7200,3.4375
M1245492,2014-03-01,11700,3.141025641025641
M1245492,2014-04-01,5700,3.0789473684210527
M1245492,2014-05-01,4200,2.75
M1245492,2014-06-01,3600,2.9583333333333335
M1245492,2014-07-01,4500,3.1333333333333333
M1245492,2014-08-01,3300,4.090909090909091
M1245492,2014-09-01,1800,2.8333333333333335
M1245492,2014-10-01,2700,3.388888888888889
M1245492,2014-11-01,900,3.6666666666666665
M1245492,2014-12-01,1200,3.0
M1245492,2015-01-01,1500,3.6
M1245492,2015-02-01,600,2.0
M1245492,2015-03-01,1200,2.75
M1245492,2015-04-01,1800,3.4166666666666665
M1245492,2015-05-01,300,4.0
M1245492,2015-06-01,1200,2.375
M1245492,2015-07-01,300,3.0
M1245492,2015-08-01,1500,3.5
M1245492,2015-10-01,300,2.0
M1245492,2015-11-01,300,3.5
M1245492,2015-12-01,900,3.0
M1245492,2016-01-01,300,3.0
M1245492,2016-02-01,300,4.0
M1245492,2016-03-01,600,2.0
M1245492,2016-05-01,300,3.0
M1245492,2016-07-01,300,2.5
M1245492,2016-08-01,900,4.0
M1245492,2016-09-01,300,4.0
M1245492,2016-10-01,300,3.0
M1245492,2016-12-01,300,3.5
M1245492,2017-01-01,300,1.5
M1245492,2017-02-01,600,3.75
M1245492,2017-03-01,300,3.0
M1245492,2017-04-01,300,4.0
M1245492,2017-07-01,1200,3.75
M1245492,2017-08-01,900,3.8333333333333335
M1245492,2017-09-01,600,3.75
M1245492,2017-10-01,300,3.5
M1245492,2017-12-01,900,3.0
M1245492,2018-01-01,600,3.0
M1245492,2018-03-01,300,3.5
M1245492,2018-04-01,900,3.6666666666666665
M1245492,2018-05-01,300,2.5
M1245492,2018-07-01,900,3.8333333333333335
M1245492,2018-11-01,600,3.5
M1245492,2018-12-01,300,2.5
M1245492,2019-01-01,300,5.0
M1245492,2019-03-01,600,4.25
M1245492,2019-04-01,300,4.0
M1245492,2019-07-01,600,3.0
M1245492,2020-05-01,300,4.0
M1245492,2020-07-01,300,3.5
M1245492,2021-01-01,300,3.0
M1245492,2021-04-01,300,5.0
M1245492,2021-05-01,300,3.5
M1245492,2021-06-01,900,4.166666666666667
M1245492,2021-07-01,600,4.25
M1245492,2021-10-01,300,3.5
M1300854,2013-04-01,109500,3.956164383561644
M1300854,2013-05-01,220200,3.8153950953678475
M1300854,2013-06-01,30300,3.8168316831683167
M1300854,2013-07-01,10500,3.7
M1300854,2013-08-01,36300,3.6198347107438016
M1300854,2013-09-01,50100,3.622754491017964
M1300854,2013-10-01,15000,3.55
M1300854,2013-11-01,9600,3.5625
M1300854,2013-12-01,9300,3.629032258064516
M1300854,2014-01-01,8700,3.6379310344827585
M1300854,2014-02-01,3300,3.5454545454545454
M1300854,2014-03-01,4200,3.6785714285714284
M1300854,2014-04-01,1500,4.4
M1300854,2014-05-01,2400,3.625
M1300854,2014-06-01,2100,3.642857142857143
M1300854,2014-07-01,1500,3.9
M1300854,2014-08-01,2100,3.5714285714285716
M1300854,2014-09-01,600,2.5
M1300854,2014-10-01,1500,3.4
M1300854,2014-11-01,900,3.1666666666666665
M1300854,2014-12-01,600,3.25
M1300854,2015-01-01,1500,3.6
M1300854,2015-02-01,2100,3.5714285714285716
M1300854,2015-03-01,900,4.666666666666667
M1300854,2015-04-01,3600,3.5833333333333335
M1300854,2015-05-01,1500,3.6
M1300854,2015-06-01,1800,3.6666666666666665
M1300854,2015-07-01,1500,3.2
M1300854,2015-08-01,1500,3.8
M1300854,2015-10-01,600,3.75
M1300854,2015-11-01,600,3.75
M1300854,2015-12-01,600,4.0
M1300854,2016-01-01,1200,3.75
M1300854,2016-02-01,300,3.5
M1300854,2016-03-01,1200,3.625
M1300854,2016-04-01,900,2.8333333333333335
M1300854,2016-05-01,600,3.75
M1300854,2016-07-01,300,1.0
M1300854,2016-08-01,1200,4.25
M1300854,2016-09-01,1800,4.0
M1300854,2016-10-01,600,4.75
M1300854,2016-11-01,600,3.5
M1300854,2016-12-01,1200,4.0
M1300854,2017-01-01,600,4.25
M1300854,2017-02-01,300,5.0
M1300854,2017-03-01,300,3.5
M1300854,2017-04-01,600,4.0
M1300854,2017-06-01,600,3.5
M1300854,2017-07-01,1200,4.25
M1300854,2017-08-01,600,4.0
M1300854,2017-09-01,900,3.8333333333333335
M1300854,2017-10-01,300,3.5
M1300854,2017-12-01,1200,4.0
M1300854,2018-01-01,300,3.5
M1300854,2018-02-01,2100,3.7857142857142856
M1300854,2018-03-01,1500,3.3
M1300854,2018-04-01,2100,3.5714285714285716
M1300854,2018-05-01,2100,3.9285714285714284
M1300854,2018-06-01,1500,3.7
M1300854,2018-07-01,300,4.0
M1300854,2018-08-01,2700,3.5
M1300854,2018-09-01,900,4.166666666666667
M1300854,2018-10-01,600,4.0
M1300854,2018-12-01,1200,3.625
M1300854,2019-01-01,600,3.5
M1300854,2019-02-01,1200,4.125
M1300854,2019-03-01,2700,3.0555555555555554
M1300854,2019-04-01,1800,3.5
M1300854,2019-05-01,4200,3.7142857142857144
M1300854,2019-06-01,1800,4.166666666666667
M1300854,2019-07-01,1800,4.0
M1300854,2019-08-01,1500,3.5
M1300854,2019-10-01,300,5.0
M1300854,2019-11-01,900,4.666666666666667
M1300854,2020-03-01,300,3.0
M1300854,2020-04-01,1500,4.0
M1300854,2020-05-01,2100,3.642857142857143
M1300854,2020-06-01,1200,2.625
M1300854,2020-07-01,1200,3.375
M1300854,2020-08-01,900,4.0
M1300854,2020-09-01,600,2.75
M1300854,2021-01-01,900,3.5
M1300854,2021-02-01,300,3.5
M1300854,2021-03-01,600,3.25
M1300854,2021-04-01,300,2.5
M1300854,2021-05-01,300,3.5
M1300854,2021-06-01,1200,3.625
M1300854,2021-07-01,1200,3.75
M1300854,2021-11-01,300,4.0
M1343092,2013-05-01,129000,3.8
M1343092,2013-06-01,50700,3.834319526627219
M1343092,2013-07-01,9600,3.75
M1343092,2013-08-01,52200,3.8649425287356323
M1343092,2013-09-01,44400,3.8412162162162162
M1343092,2013-10-01,22800,3.638157894736842
M1343092,2013-11-01,17400,3.7155172413793105
M1343092,2013-12-01,15900,3.811320754716981
M1343092,2014-01-01,18000,3.716666666666667
M1343092,2014-02-01,8700,3.7241379310344827
M1343092,2014-03-01,15000,3.61
M1343092,2014-04-01,5700,3.6842105263157894
M1343092,2014-05-01,6600,3.6136363636363638
M1343092,2014-06-01,3600,3.3333333333333335
M1343092,2014-07-01,4500,3.7666666666666666
M1343092,2014-08-01,3600,3.9166666666666665
M1343092,2014-09-01,1200,3.25
M1343092,2014-10-01,1800,4.166666666666667
M1343092,2014-11-01,900,4.0
M1343092,2014-12-01,1500,4.0
M1343092,2015-01-01,3600,3.8333333333333335
M1343092,2015-02-01,1500,3.6
M1343092,2015-03-01,900,3.8333333333333335
M1343092,2015-04-01,900,3.8333333333333335
M1343092,2015-05-01,900,4.0
M1343092,2015-06-01,600,4.25
M1343092,2015-07-01,2100,4.071428571428571
M1343092,2015-08-01,1200,4.25
M1343092,2015-09-01,300,4.0
M1343092,2015-10-01,1200,3.5
M1343092,2015-11-01,900,3.8333333333333335
M1343092,2015-12-01,300,3.5
M1343092,2016-01-01,1800,3.8333333333333335
M1343092,2016-02-01,900,3.0
M1343092,2016-03-01,900,3.8333333333333335
M1343092,2016-04-01,1200,4.375
M1343092,2016-05-01,600,4.25
M1343092,2016-06-01,900,3.8333333333333335
M1343092,2016-07-01,1200,3.75
M1343092,2016-08-01,1200,4.375
M1343092,2016-09-01,900,3.8333333333333335
M1343092,2016-10-01,300,4.5
M1343092,2016-11-01,300,5.0
M1343092,2016-12-01,1200,3.375
M1343092,2017-01-01,600,3.75
M1343092,2017-02-01,600,4.25
M1343092,2017-03-01,900,4.166666666666667
M1343092,2017-04-01,900,3.6666666666666665
M1343092,2017-05-01,600,4.25
M1343092,2017-06-01,300,4.0
M1343092,2017-07-01,600,4.5
M1343092,2017-08-01,1800,3.8333333333333335
M1343092,2017-09-01,900,4.166666666666667
M1343092,2017-10-01,1200,4.125
M1343092,2017-11-01,600,4.75
M1343092,2017-12-01,900,3.6666666666666665
M1343092,2018-01-01,1200,4.25
M1343092,2018-02-01,1800,3.75
M1343092,2018-03-01,600,4.25
M1343092,2018-04-01,600,3.25
M1343092,2018-05-01,900,3.1666666666666665
M1343092,2018-06-01,1200,4.5
M1343092,2018-07-01,1200,3.75
M1343092,2018-08-01,1500,4.0
M1343092,2018-09-01,1500,3.6
M1343092,2018-10-01,300,2.5
M1343092,2018-11-01,900,4.166666666666667
M1343092,2018-12-01,900,2.8333333333333335
M1343092,2019-01-01,600,3.5
M1343092,2019-02-01,1200,4.125
M1343092,2019-03-01,600,3.75
M1343092,2019-04-01,900,4.166666666666667
M1343092,2019-05-01,300,3.5
M1343092,2019-06-01,900,4.833333333333333
M1343092,2019-07-01,2400,4.25
M1343092,2019-08-01,600,4.25
M1343092,2019-09-01,900,3.8333333333333335
M1343092,2019-10-01,300,2.5
M1343092,2019-11-01,2400,4.125
M1343092,2019-12-01,900,4.166666666666667
M1343092,2020-01-01,300,3.5
M1343092,2020-02-01,600,3.75
M1343092,2020-03-01,3000,3.55
M1343092,2020-04-01,1500,3.8
M1343092,2020-05-01,900,4.0
M1343092,2020-06-01,1200,3.875
M1343092,2020-07-01,1500,4.4
M1343092,2020-08-01,1500,4.0
M1343092,2020-09-01,900,4.0
M1343092,2021-02-01,600,3.25
M1343092,2021-03-01,300,3.0
M1343092,2021-04-01,300,3.5
M1343092,2021-11-01,300,3.0
M1386697,2016-08-01,234000,3.4256410256410255
M1386697,2016-09-01,22800,3.263157894736842
M1386697,2016-10-01,22500,3.28
M1386697,2016-11-01,29400,3.295918367346939
M1386697,2016-12-01,41400,3.079710144927536
M1386697,2017-01-01,19200,2.890625
M1386697,2017-02-01,6300,3.0
M1386697,2017-03-01,4800,2.9375
M1386697,2017-04-01,4200,2.5714285714285716
M1386697,2017-05-01,5700,2.9210526315789473
M1386697,2017-06-01,3300,2.727272727272727
M1386697,2017-07-01,1500,3.4
M1386697,2017-08-01,3900,3.1923076923076925
M1386697,2017-09-01,2400,3.75
M1386697,2017-10-01,300,3.0
M1386697,2017-11-01,600,4.25
M1386697,2017-12-01,300,4.0
M1386697,2018-01-01,1200,3.0
M1386697,2018-02-01,900,3.3333333333333335
M1386697,2018-03-01,900,2.8333333333333335
M1386697,2018-04-01,300,3.0
M1386697,2018-05-01,300,3.0
M1386697,2018-06-01,300,4.0
M1386697,2018-07-01,900,3.1666666666666665
M1386697,2018-08-01,600,3.0
M1386697,2018-09-01,300,4.5
M1386697,2018-10-01,300,4.5
M1386697,2018-11-01,300,4.0
M1386697,2018-12-01,600,2.75
M1386697,2019-01-01,1200,2.75
M1386697,2019-02-01,900,3.0
M1386697,2019-03-01,600,2.5
M1386697,2019-04-01,300,1.0
M1386697,2019-05-01,600,3.0
M1386697,2019-06-01,600,3.5
M1386697,2019-07-01,1200,3.125
M1386697,2019-08-01,1800,3.25
M1386697,2019-09-01,300,3.5
M1386697,2019-10-01,1500,3.1
M1386697,2019-11-01,600,3.25
M1386697,2019-12-01,900,3.5
M1386697,2020-01-01,1800,2.3333333333333335
M1386697,2020-02-01,600,3.0
M1386697,2020-03-01,900,2.8333333333333335
M1386697,2020-05-01,600,3.25
M1386697,2020-07-01,300,3.0
M1386697,2021-02-01,300,3.5
M1386697,2021-04-01,600,2.0
M1386697,2021-08-01,1200,2.25
M1392190,2015-05-01,193500,4.1829457364341085
M1392190,2015-06-01,85800,3.9737762237762237
M1392190,2015-07-01,41700,4.075539568345324
M1392190,2015-08-01,47700,4.053459119496855
M1392190,2015-09-01,17100,3.8684210526315788
M1392190,2015-10-01,5100,4.0
M1392190,2015-11-01,6300,3.9523809523809526
M1392190,2015-12-01,15900,3.650943396226415
M1392190,2016-01-01,21300,3.6549295774647885
M1392190,2016-02-01,12300,3.768292682926829
M1392190,2016-03-01,14700,3.806122448979592
M1392190,2016-04-01,6000,3.775
M1392190,2016-05-01,3900,3.9615384615384617
M1392190,2016-06-01,1800,4.166666666666667
M1392190,2016-07-01,3300,4.136363636363637
M1392190,2016-08-01,4500,4.133333333333334
M1392190,2016-09-01,3300,3.772727272727273
M1392190,2016-10-01,900,4.0
M1392190,2016-11-01,600,4.5
M1392190,2016-12-01,1500,3.4
M1392190,2017-01-01,1800,3.75
M1392190,2017-02-01,1200,3.125
M1392190,2017-03-01,900,4.833333333333333
M1392190,2017-04-01,2100,3.2142857142857144
M1392190,2017-05-01,600,4.25
M1392190,2017-06-01,1200,3.5
M1392190,2017-07-01,1500,4.5
M1392190,2017-08-01,2100,4.142857142857143
M1392190,2017-09-01,600,5.0
M1392190,2017-10-01,600,3.5
M1392190,2017-11-01,600,4.5
M1392190,2017-12-01,900,3.8333333333333335
M1392190,2018-01-01,900,4.5
M1392190,2018-02-01,900,4.5
M1392190,2018-04-01,600,4.75
M1392190,2018-06-01,300,4.5
M1392190,2018-07-01,600,5.0
M1392190,2018-08-01,900,4.5
M1392190,2018-10-01,300,4.0
M1392190,2018-11-01,600,4.5
M1392190,2019-01-01,600,4.75
M1392190,2019-03-01,300,3.0
M1392190,2019-05-01,1200,4.0
M1392190,2019-06-01,300,4.5
M1392190,2019-07-01,1200,4.625
M1392190,2019-08-01,1500,4.4
M1392190,2019-09-01,1200,3.5
M1392190,2019-11-01,300,4.5
M1392190,2019-12-01,900,4.5
M1392190,2020-01-01,300,4.5
M1392190,2020-02-01,900,4.0
M1392190,2020-03-01,600,4.25
M1392190,2020-04-01,900,4.0
M1392190,2020-05-01,300,3.5
M1392190,2020-06-01,300,5.0
M1392190,2020-07-01,600,4.25
M1392190,2020-08-01,300,5.0
M1392190,2020-09-01,300,3.0
M1392190,2021-01-01,600,3.25
M1392190,2021-02-01,300,3.5
M1392190,2021-03-01,300,3.5
M1392190,2021-05-01,600,3.5
M1392214,2013-09-01,72000,4.1
M1392214,2013-10-01,71400,4.025210084033613
M1392214,2013-11-01,70800,4.021186440677966
M1392214,2013-12-01,84900,4.053003533568905
M1392214,2014-01-01,42600,4.109154929577465
M1392214,2014-02-01,30600,4.0245098039215685
M1392214,2014-03-01,17100,3.982456140350877
M1392214,2014-04-01,8100,3.925925925925926
M1392214,2014-05-01,13500,4.0777777777777775
M1392214,2014-06-01,6600,4.181818181818182
M1392214,2014-07-01,3900,4.269230769230769
M1392214,2014-08-01,3900,4.038461538461538
M1392214,2014-09-01,5100,4.088235294117647
M1392214,2014-10-01,5400,4.0
M1392214,2014-11-01,3000,3.9
M1392214,2014-12-01,3300,4.045454545454546
M1392214,2015-01-01,5700,3.9473684210526314
M1392214,2015-02-01,3900,4.230769230769231
M1392214,2015-03-01,4200,4.357142857142857
M1392214,2015-04-01,2400,4.1875
M1392214,2015-05-01,2700,3.888888888888889
M1392214,2015-06-01,1500,4.2
M1392214,2015-07-01,3600,4.166666666666667
M1392214,2015-08-01,1800,4.083333333333333
M1392214,2015-09-01,2100,4.285714285714286
M1392214,2015-10-01,2100,3.857142857142857
M1392214,2015-11-01,2100,4.214285714285714
M1392214,2015-12-01,3900,4.076923076923077
M1392214,2016-01-01,3000,4.2
M1392214,2016-02-01,5100,4.0588235294117645
M1392214,2016-03-01,1800,4.0
M1392214,2016-04-01,1500,4.6
M1392214,2016-05-01,600,4.5
M1392214,2016-06-01,1800,4.0
M1392214,2016-07-01,2700,4.333333333333333
M1392214,2016-08-01,2100,4.285714285714286
M1392214,2016-09-01,900,3.8333333333333335
M1392214,2016-10-01,600,4.0
M1392214,2016-11-01,2400,4.1875
M1392214,2016-12-01,2400,4.1875
M1392214,2017-01-01,2100,3.7142857142857144
M1392214,2017-02-01,1800,4.416666666666667
M1392214,2017-03-01,1200,3.0
M1392214,2017-04-01,2100,4.0
M1392214,2017-05-01,2700,4.333333333333333
M1392214,2017-06-01,2700,4.055555555555555
M1392214,2017-07-01,1200,4.625
M1392214,2017-08-01,3300,4.363636363636363
M1392214,2017-09-01,1200,4.5
M1392214,2017-10-01,2100,3.642857142857143
M1392214,2017-11-01,1500,4.6
M1392214,2017-12-01,1200,4.375
M1392214,2018-01-01,1200,4.25
M1392214,2018-02-01,2100,4.214285714285714
M1392214,2018-03-01,1500,3.9
M1392214,2018-04-01,2100,4.071428571428571
M1392214,2018-05-01,900,4.166666666666667
M1392214,2018-06-01,1800,4.416666666666667
M1392214,2018-07-01,600,4.5
M1392214,2018-08-01,1500,3.8
M1392214,2018-09-01,300,4.0
M1392214,2018-10-01,1200,4.25
M1392214,2018-12-01,2400,4.125
M1392214,2019-01-01,1500,4.5
M1392214,2019-02-01,600,3.75
M1392214,2019-03-01,1500,4.0
M1392214,2019-06-01,1500,4.6
M1392214,2019-07-01,900,4.666666666666667
M1392214,2019-08-01,1500,3.8
M1392214,2019-09-01,1800,4.083333333333333
M1392214,2019-10-01,600,3.5
M1392214,2019-11-01,600,4.0
M1392214,2019-12-01,1500,4.8
M1392214,2020-01-01,1200,3.75
M1392214,2020-02-01,2400,4.5625
M1392214,2020-03-01,2100,4.357142857142857
M1392214,2020-04-01,2400,4.3125
M1392214,2020-05-01,2100,3.857142857142857
M1392214,2020-06-01,1800,4.333333333333333
M1392214,2020-07-01,900,4.166666666666667
M1392214,2020-08-01,1800,4.333333333333333
M1392214,2020-09-01,1500,4.2
M1392214,2021-02-01,600,4.75
M1392214,2021-03-01,1200,3.625
M1392214,2021-04-01,1200,4.375
M1392214,2021-05-01,300,3.5
M1392214,2021-06-01,1800,4.416666666666667
M1392214,2021-07-01,900,4.0
M1392214,2021-08-01,300,4.0
M1392214,2021-10-01,900,3.8333333333333335
M1392214,2021-11-01,600,4.5
M1408101,2013-05-01,183600,4.178104575163399
M1408101,2013-06-01,61200,4.0661764705882355
M1408101,2013-07-01,10800,4.194444444444445
M1408101,2013-08-01,36000,3.875
M1408101,2013-09-01,79200,3.9640151515151514
M1408101,2013-10-01,16800,3.767857142857143
M1408101,2013-11-01,7200,3.9166666666666665
M1408101,2013-12-01,8100,3.9074074074074074
M1408101,2014-01-01,11400,3.9078947368421053
M1408101,2014-02-01,3600,4.166666666666667
M1408101,2014-03-01,5700,3.6578947368421053
M1408101,2014-04-01,2100,3.7142857142857144
M1408101,2014-05-01,4200,3.75
M1408101,2014-06-01,3900,3.769230769230769
M1408101,2014-07-01,3300,3.772727272727273
M1408101,2014-08-01,900,3.0
M1408101,2014-09-01,900,2.6666666666666665
M1408101,2014-10-01,1800,4.0
M1408101,2014-11-01,900,3.6666666666666665
M1408101,2014-12-01,300,2.0
M1408101,2015-01-01,1500,4.0
M1408101,2015-03-01,600,4.5
M1408101,2015-04-01,1500,4.1
M1408101,2015-05-01,2100,3.5
M1408101,2015-06-01,1500,3.2
M1408101,2015-07-01,600,4.0
M1408101,2015-08-01,600,4.25
M1408101,2015-09-01,900,3.1666666666666665
M1408101,2015-10-01,600,4.25
M1408101,2015-11-01,300,4.0
M1408101,2015-12-01,300,3.5
M1408101,2016-01-01,1200,3.875
M1408101,2016-02-01,300,3.0
M1408101,2016-05-01,900,3.3333333333333335
M1408101,2016-06-01,900,4.0
M1408101,2016-07-01,1200,3.625
M1408101,2016-08-01,900,4.0
M1408101,2016-12-01,300,4.0
M1408101,2017-01-01,300,3.5
M1408101,2017-06-01,600,3.0
M1408101,2017-07-01,300,4.0
M1408101,2017-09-01,600,4.0
M1408101,2018-01-01,300,4.0
M1408101,2018-06-01,300,3.5
M1408101,2018-11-01,600,4.25
M1408101,2019-09-01,300,4.5
M1408101,2020-03-01,600,3.5
M1408101,2020-04-01,600,2.75
M1408101,2020-08-01,300,4.5
M1408101,2021-05-01,300,2.5
M1430132,2013-07-01,103800,3.5578034682080926
M1430132,2013-08-01,85800,3.5034965034965033
M1430132,2013-09-01,12600,3.6904761904761907
M1430132,2013-10-01,5400,3.1666666666666665
M1430132,2013-11-01,58800,3.201530612244898
M1430132,2013-12-01,26100,3.2241379310344827
M1430132,2014-01-01,15000,3.45
M1430132,2014-02-01,11700,3.1666666666666665
M1430132,2014-03-01,5700,3.1315789473684212
M1430132,2014-04-01,3900,3.423076923076923
M1430132,2014-05-01,5100,3.176470588235294
M1430132,2014-06-01,5700,3.1842105263157894
M1430132,2014-07-01,3000,3.05
M1430132,2014-08-01,3300,3.3181818181818183
M1430132,2014-09-01,1800,3.75
M1430132,2014-10-01,2400,3.6875
M1430132,2014-11-01,2400,3.0
M1430132,2014-12-01,300,2.0
M1430132,2015-01-01,1200,3.375
M1430132,2015-02-01,600,3.5
M1430132,2015-03-01,600,3.25
M1430132,2015-04-01,600,2.75
