user_id,content_id,timestamp,rating,watch_percentage,device,mood,genre,hour,dayofweek,month,year,review,genre_label,polarity,subjectivity,sentiment,aspect_acting,aspect_plot,aspect_visuals,aspect_sound
62920,M0101516,2020-05-24 22:21:46,3.5,54.8,Smart TV,Curious,Biography,22,6,5,2020,Mixed feelings. Strong performances let down by a predictable story.,Biography,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
42548,M0101540,2015-04-03 17:51:46,3.5,43.8,Laptop,Tense,Crime,17,4,4,2015,Mixed feelings. Strong performances let down by a predictable story.,Crime,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
22554,M0101540,2015-06-24 14:24:46,3.5,64.7,Laptop,Tense,Crime,14,2,6,2015,Mixed feelings. Strong performances let down by a predictable story.,Crime,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
38930,M0101540,2021-03-06 00:28:20,4.0,47.1,Mobile,Tense,Crime,0,5,3,2021,One of the most masterpiece films I have ever seen. powerful storytelling.,Crime,0.4,0.75,Positive,0.0,0.4,0.0,0.0
25884,M0101540,2014-07-12 03:34:18,4.5,49.0,Mobile,Tense,Crime,3,5,7,2014,Completely thought-provoking. The plot is brilliant and the cast is outstanding.,Crime,0.588,0.7583,Positive,0.5,0.5,0.0,0.0
29205,M0101540,2016-07-31 01:52:57,4.0,43.2,Mobile,Tense,Crime,1,6,7,2016,An absolute masterpiece. The crime is immersive and the acting is stellar.,Crime,0.378,0.3833,Positive,0.15,0.0,0.0,0.0
9740,M0101587,2014-10-12 14:37:57,3.5,49.2,Laptop,Happy,Comedy,14,6,10,2014,"Average comedy. Nothing groundbreaking, but not boring either.",Comedy,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
38439,M0101587,2013-09-16 10:07:58,2.5,53.8,Laptop,Happy,Comedy,10,0,9,2013,"Awful. Waste of time — predictable, clichéd, and unwatchable.",Comedy,-0.68,0.5,Negative,0.0,0.0,0.0,0.0
46373,M0101587,2021-04-11 13:20:20,3.0,33.4,Laptop,Happy,Comedy,13,6,4,2021,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
51787,M0101587,2017-06-19 01:19:30,3.5,33.9,Mobile,Happy,Comedy,1,0,6,2017,Has its moments. Some scenes are solid but overall feels mediocre.,Comedy,-0.18,0.3667,Negative,0.0,0.0,0.0,0.0
34175,M0101587,2013-03-02 08:35:57,4.5,57.8,Mobile,Happy,Comedy,8,5,3,2013,This is a timeless masterpiece. The soundtrack is phenomenal and the script is flawless.,Comedy,0.85,0.75,Positive,0.0,0.75,0.0,0.75
31623,M0101605,2017-07-29 05:52:28,4.0,77.7,Mobile,Happy,Comedy,5,5,7,2017,One of the most classic films I have ever seen. thought-provoking storytelling.,Comedy,0.312,0.3333,Positive,0.0,0.333,0.0,0.0
9087,M0101605,2017-05-01 21:37:26,5.0,71.8,Smart TV,Happy,Comedy,21,0,5,2017,Completely moving. The plot is brilliant and the cast is outstanding.,Comedy,0.7,0.7583,Positive,0.5,0.5,0.0,0.0
21295,M0101605,2017-03-17 21:56:47,3.5,69.2,Smart TV,Happy,Comedy,21,4,3,2017,"Average comedy. Nothing groundbreaking, but not boring either.",Comedy,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
70062,M0101605,2017-07-08 20:56:20,4.0,40.6,Smart TV,Happy,Comedy,20,5,7,2017,One of the most gem films I have ever seen. powerful storytelling.,Comedy,0.24,0.75,Positive,0.0,0.4,0.0,0.0
2471,M0101605,2016-09-10 22:08:17,4.5,49.5,Smart TV,Happy,Comedy,22,5,9,2016,One of the most masterpiece films I have ever seen. captivating storytelling.,Comedy,0.596,0.75,Positive,0.0,0.5,0.0,0.0
33454,M0101640,2013-11-06 09:04:10,3.5,55.5,Mobile,Melancholic,Drama,9,2,11,2013,A decent drama with some decent moments. Not without flaws but worth watching.,Drama,0.1267,0.4778,Neutral,0.0,0.0,0.0,0.0
37739,M0101640,2019-08-10 17:40:17,4.5,62.5,Laptop,Melancholic,Drama,17,5,8,2019,A cinematic gem. Incredible performances and stunning cinematography.,Drama,0.512,0.7,Positive,0.467,0.0,0.467,0.0
30830,M0101640,2017-08-22 07:10:29,5.0,93.9,Mobile,Melancholic,Drama,7,1,8,2017,An absolute classic. The drama is captivating and the acting is stellar.,Drama,0.51,0.4633,Positive,0.223,0.0,0.0,0.0
52155,M0101640,2018-11-21 15:23:23,5.0,66.6,Laptop,Melancholic,Drama,15,2,11,2018,A true triumph. Breathtaking visuals and a gripping narrative.,Drama,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
46373,M0101640,2020-07-15 17:49:08,3.0,59.4,Laptop,Melancholic,Drama,17,2,7,2020,A decent drama with some interesting moments. Not without flaws but worth watching.,Drama,0.1933,0.4222,Positive,0.0,0.0,0.0,0.0
21295,M0101700,2017-10-15 19:38:55,2.5,40.4,Smart TV,Happy,Comedy,19,6,10,2017,A dull and forgettable comedy. Terrible pacing and bland characters.,Comedy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
59630,M0101700,2014-05-10 04:22:06,2.5,34.2,Mobile,Happy,Comedy,4,5,5,2014,One of the worst comedys in recent memory. Skip this mediocre film.,Comedy,-0.476,0.75,Negative,0.0,0.0,0.0,0.0
54926,M0101700,2013-04-29 01:27:03,1.0,5.0,Mobile,Happy,Comedy,1,0,4,2013,A dull and forgettable comedy. Terrible pacing and bland characters.,Comedy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
60168,M0101700,2016-02-04 22:37:34,4.0,51.5,Smart TV,Happy,Comedy,22,3,2,2016,One of the most revelation films I have ever seen. thought-provoking storytelling.,Comedy,0.3,0.5,Positive,0.0,0.5,0.0,0.0
16593,M0101700,2013-11-15 00:30:47,3.5,66.1,Mobile,Happy,Comedy,0,4,11,2013,Has its moments. Some scenes are solid but overall feels mediocre.,Comedy,-0.18,0.3667,Negative,0.0,0.0,0.0,0.0
11418,M0101757,2014-09-24 08:11:53,3.0,56.1,Mobile,Happy,Comedy,8,2,9,2014,"Average comedy. Nothing groundbreaking, but not boring either.",Comedy,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
18659,M0101757,2013-11-23 03:01:15,3.5,52.3,Mobile,Happy,Comedy,3,5,11,2013,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
67566,M0101757,2016-05-29 07:47:42,3.5,51.1,Mobile,Happy,Comedy,7,6,5,2016,A decent comedy with some interesting moments. Not without flaws but worth watching.,Comedy,0.1933,0.4222,Positive,0.0,0.0,0.0,0.0
54513,M0101757,2013-08-14 14:25:14,5.0,84.3,Laptop,Happy,Comedy,14,2,8,2013,A cinematic revelation. Incredible performances and stunning cinematography.,Comedy,0.512,0.7,Positive,0.467,0.0,0.467,0.0
33726,M0101757,2019-08-03 09:08:35,4.0,74.2,Mobile,Happy,Comedy,9,5,8,2019,A true gem. Breathtaking visuals and a gripping narrative.,Comedy,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
7662,M0101761,2015-08-28 14:13:22,4.0,95.2,Laptop,Curious,Biography,14,4,8,2015,A true gem. Breathtaking visuals and a gripping narrative.,Biography,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
10630,M0101761,2015-08-24 04:32:38,4.5,51.5,Mobile,Curious,Biography,4,0,8,2015,A true masterpiece. Breathtaking visuals and a gripping narrative.,Biography,0.77,0.8833,Positive,0.0,0.617,0.617,0.0
25097,M0101761,2014-05-31 12:49:46,5.0,86.0,Laptop,Curious,Biography,12,5,5,2014,This is a timeless masterpiece. The soundtrack is phenomenal and the script is flawless.,Biography,0.85,0.75,Positive,0.0,0.75,0.0,0.75
28105,M0101761,2017-03-11 12:30:21,3.5,67.7,Laptop,Curious,Biography,12,5,3,2017,"Average biography. Nothing groundbreaking, but not boring either.",Biography,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
53298,M0101761,2014-09-01 23:08:22,3.5,33.1,Mobile,Curious,Biography,23,0,9,2014,Has its moments. Some scenes are solid but overall feels mediocre.,Biography,-0.18,0.3667,Negative,0.0,0.0,0.0,0.0
8518,M0101764,2013-08-27 18:53:44,2.5,23.5,Smart TV,Excited,Action,18,1,8,2013,"Awful. Waste of time — predictable, clichéd, and unwatchable.",Action,-0.68,0.5,Negative,0.0,0.0,0.0,0.0
2216,M0101764,2016-07-23 00:04:35,3.5,40.2,Mobile,Excited,Action,0,5,7,2016,A decent action with some decent moments. Not without flaws but worth watching.,Action,0.11,0.3833,Neutral,0.0,0.0,0.0,0.0
55137,M0101764,2014-07-26 17:50:28,3.0,59.9,Laptop,Excited,Action,17,5,7,2014,Has its moments. Some scenes are solid but overall feels mediocre.,Action,-0.18,0.3667,Negative,0.0,0.0,0.0,0.0
69903,M0101764,2013-07-16 21:56:57,2.5,40.6,Smart TV,Excited,Action,21,1,7,2013,Overrated and dreadful. The script is incoherent and the ending is awful.,Action,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
29202,M0101764,2021-04-01 01:23:10,4.0,64.9,Mobile,Excited,Action,1,3,4,2021,One of the most triumph films I have ever seen. thought-provoking storytelling.,Action,0.3,0.5,Positive,0.0,0.5,0.0,0.0
60790,M0101765,2019-05-10 01:51:02,3.5,38.1,Mobile,Melancholic,Drama,1,4,5,2019,A decent drama with some interesting moments. Not without flaws but worth watching.,Drama,0.1933,0.4222,Positive,0.0,0.0,0.0,0.0
7645,M0101765,2015-07-23 18:27:41,4.0,51.8,Smart TV,Melancholic,Drama,18,3,7,2015,Completely thought-provoking. The plot is brilliant and the cast is outstanding.,Drama,0.588,0.7583,Positive,0.5,0.5,0.0,0.0
70542,M0101765,2021-10-28 19:36:22,4.0,65.7,Smart TV,Melancholic,Drama,19,3,10,2021,An absolute gem. The drama is moving and the acting is stellar.,Drama,0.33,0.3833,Positive,0.15,0.0,0.0,0.0
40408,M0101765,2015-08-18 16:07:10,4.5,64.7,Laptop,Melancholic,Drama,16,1,8,2015,A cinematic triumph. Incredible performances and stunning cinematography.,Drama,0.512,0.7,Positive,0.467,0.0,0.467,0.0
70823,M0101765,2018-05-31 07:05:35,4.5,64.9,Mobile,Melancholic,Drama,7,3,5,2018,This is a timeless masterpiece. The soundtrack is phenomenal and the script is flawless.,Drama,0.85,0.75,Positive,0.0,0.75,0.0,0.75
40861,M0101862,2014-03-27 11:20:24,3.5,54.6,Laptop,Happy,Comedy,11,3,3,2014,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
27746,M0101862,2017-04-23 14:38:21,4.5,65.7,Laptop,Happy,Comedy,14,6,4,2017,A true classic. Breathtaking visuals and a gripping narrative.,Comedy,0.6945,0.7042,Positive,0.0,0.504,0.504,0.0
67472,M0101862,2015-01-11 00:57:00,4.0,48.7,Mobile,Happy,Comedy,0,6,1,2015,Completely captivating. The plot is brilliant and the cast is outstanding.,Comedy,0.78,0.9583,Positive,0.633,0.633,0.0,0.0
66375,M0101862,2020-08-15 20:02:51,4.0,49.1,Smart TV,Happy,Comedy,20,5,8,2020,A true classic. Breathtaking visuals and a gripping narrative.,Comedy,0.6945,0.7042,Positive,0.0,0.504,0.504,0.0
71502,M0101862,2016-06-23 11:08:06,4.0,63.3,Laptop,Happy,Comedy,11,3,6,2016,This is a timeless classic. The soundtrack is phenomenal and the script is flawless.,Comedy,0.7333,0.5556,Positive,0.0,0.556,0.0,0.556
3701,M0101889,2018-01-03 04:00:14,4.5,66.3,Mobile,Happy,Comedy,4,2,1,2018,A cinematic classic. Incredible performances and stunning cinematography.,Comedy,0.579,0.5667,Positive,0.392,0.0,0.392,0.0
64472,M0101889,2014-09-12 02:27:30,4.5,69.2,Mobile,Happy,Comedy,2,4,9,2014,This is a timeless classic. The soundtrack is phenomenal and the script is flawless.,Comedy,0.7333,0.5556,Positive,0.0,0.556,0.0,0.556
69188,M0101889,2014-08-27 23:30:58,3.5,51.6,Mobile,Happy,Comedy,23,2,8,2014,A decent comedy with some solid moments. Not without flaws but worth watching.,Comedy,0.0933,0.2889,Neutral,0.0,0.0,0.0,0.0
17405,M0101889,2017-03-02 14:45:42,3.5,55.3,Laptop,Happy,Comedy,14,3,3,2017,Has its moments. Some scenes are decent but overall feels mediocre.,Comedy,-0.1467,0.5556,Neutral,0.0,0.0,0.0,0.0
28054,M0101889,2014-03-21 05:02:48,4.0,68.2,Mobile,Happy,Comedy,5,4,3,2014,One of the most classic films I have ever seen. immersive storytelling.,Comedy,0.312,0.3333,Positive,0.0,0.333,0.0,0.0
17405,M0101912,2015-03-07 14:19:12,3.0,52.0,Laptop,Happy,Comedy,14,5,3,2015,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
58319,M0101912,2016-01-30 23:35:31,3.0,39.6,Mobile,Happy,Comedy,23,5,1,2016,"Average comedy. Nothing groundbreaking, but not boring either.",Comedy,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
62481,M0101912,2013-06-08 16:49:08,4.0,61.1,Laptop,Happy,Comedy,16,5,6,2013,This is a timeless revelation. The soundtrack is phenomenal and the script is flawless.,Comedy,0.85,0.75,Positive,0.0,0.75,0.0,0.75
53360,M0101912,2020-08-01 11:45:33,4.0,59.2,Laptop,Happy,Comedy,11,5,8,2020,Completely thought-provoking. The plot is brilliant and the cast is outstanding.,Comedy,0.588,0.7583,Positive,0.5,0.5,0.0,0.0
35042,M0101912,2021-01-28 23:04:17,5.0,81.4,Mobile,Happy,Comedy,23,3,1,2021,One of the most triumph films I have ever seen. powerful storytelling.,Comedy,0.24,0.75,Positive,0.0,0.4,0.0,0.0
62603,M0101917,2013-04-19 22:40:22,3.5,51.4,Smart TV,Excited,Fantasy,22,4,4,2013,Mixed feelings. Strong performances let down by a predictable story.,Fantasy,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
32031,M0101917,2018-10-09 03:11:02,2.5,44.3,Mobile,Excited,Fantasy,3,1,10,2018,Overrated and dreadful. The script is incoherent and the ending is awful.,Fantasy,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
43093,M0101917,2013-10-30 15:29:39,1.0,10.4,Laptop,Excited,Fantasy,15,2,10,2013,One of the worst fantasys in recent memory. Skip this mediocre film.,Fantasy,-0.476,0.75,Negative,0.0,0.0,0.0,0.0
49555,M0101917,2014-03-18 17:39:06,2.5,30.5,Laptop,Excited,Fantasy,17,1,3,2014,A dull and forgettable fantasy. Terrible pacing and bland characters.,Fantasy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
2216,M0101917,2015-09-01 01:38:09,2.0,18.3,Mobile,Excited,Fantasy,1,1,9,2015,A dull and forgettable fantasy. Terrible pacing and bland characters.,Fantasy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
48012,M0101921,2016-05-29 17:09:52,3.0,46.3,Laptop,Melancholic,Drama,17,6,5,2016,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
57296,M0101921,2015-08-21 21:15:33,3.5,55.1,Smart TV,Melancholic,Drama,21,4,8,2015,Mixed feelings. Strong performances let down by a predictable story.,Drama,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
49306,M0101921,2017-03-05 05:31:06,4.5,76.3,Mobile,Melancholic,Drama,5,6,3,2017,One of the most gem films I have ever seen. powerful storytelling.,Drama,0.24,0.75,Positive,0.0,0.4,0.0,0.0
68683,M0101921,2015-04-13 14:17:34,5.0,66.9,Laptop,Melancholic,Drama,14,0,4,2015,This is a timeless revelation. The soundtrack is phenomenal and the script is flawless.,Drama,0.85,0.75,Positive,0.0,0.75,0.0,0.75
9087,M0101921,2016-06-12 12:25:38,4.0,39.4,Laptop,Melancholic,Drama,12,6,6,2016,Completely thought-provoking. The plot is brilliant and the cast is outstanding.,Drama,0.588,0.7583,Positive,0.5,0.5,0.0,0.0
14948,M0102015,2013-05-21 02:54:36,4.5,67.4,Mobile,Curious,Documentary,2,1,5,2013,One of the most classic films I have ever seen. captivating storytelling.,Documentary,0.4813,0.5556,Positive,0.0,0.389,0.0,0.0
31457,M0102015,2015-01-06 00:16:03,4.5,59.9,Mobile,Curious,Documentary,0,1,1,2015,A cinematic revelation. Incredible performances and stunning cinematography.,Documentary,0.512,0.7,Positive,0.467,0.0,0.467,0.0
1943,M0102015,2013-05-12 04:34:59,4.0,62.4,Mobile,Curious,Documentary,4,6,5,2013,One of the most classic films I have ever seen. moving storytelling.,Documentary,0.424,0.3333,Positive,0.0,0.333,0.0,0.0
21474,M0102015,2016-01-05 01:05:35,3.5,44.4,Mobile,Curious,Documentary,1,1,1,2016,A decent documentary with some interesting moments. Not without flaws but worth watching.,Documentary,0.145,0.3167,Neutral,0.0,0.0,0.0,0.0
29794,M0102015,2019-11-27 13:04:21,5.0,70.5,Laptop,Curious,Documentary,13,2,11,2019,Completely powerful. The plot is brilliant and the cast is outstanding.,Documentary,0.628,0.9583,Positive,0.567,0.567,0.0,0.0
40281,M0102057,2021-02-15 15:17:43,2.5,33.2,Laptop,Excited,Adventure,15,0,2,2021,Overrated and dreadful. The script is incoherent and the ending is awful.,Adventure,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
44065,M0102057,2017-04-07 20:05:21,3.5,37.7,Smart TV,Excited,Adventure,20,4,4,2017,Has its moments. Some scenes are decent but overall feels mediocre.,Adventure,-0.1467,0.5556,Neutral,0.0,0.0,0.0,0.0
39688,M0102057,2017-05-11 01:46:02,5.0,57.5,Mobile,Excited,Adventure,1,3,5,2017,One of the most masterpiece films I have ever seen. moving storytelling.,Adventure,0.572,0.5,Positive,0.0,0.5,0.0,0.0
45150,M0102057,2014-05-03 14:52:06,5.0,76.6,Laptop,Excited,Adventure,14,5,5,2014,One of the most masterpiece films I have ever seen. thought-provoking storytelling.,Adventure,0.46,0.5,Positive,0.0,0.5,0.0,0.0
33726,M0102057,2014-07-10 07:54:02,4.5,65.2,Mobile,Excited,Adventure,7,3,7,2014,A cinematic classic. Incredible performances and stunning cinematography.,Adventure,0.579,0.5667,Positive,0.392,0.0,0.392,0.0
2216,M0102059,2017-04-13 19:23:39,5.0,91.7,Smart TV,Excited,Action,19,3,4,2017,A cinematic revelation. Incredible performances and stunning cinematography.,Action,0.512,0.7,Positive,0.467,0.0,0.467,0.0
51655,M0102059,2013-07-22 07:34:43,3.5,53.2,Mobile,Excited,Action,7,0,7,2013,Mixed feelings. Strong performances let down by a predictable story.,Action,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
17669,M0102059,2013-06-23 20:52:55,3.0,37.9,Smart TV,Excited,Action,20,6,6,2013,Passable action. The acting is okay but the plot feels a bit slow.,Action,-0.019,0.25,Neutral,0.075,0.075,0.0,0.0
59804,M0102059,2015-04-24 21:42:53,3.5,42.6,Smart TV,Excited,Action,21,4,4,2015,A decent action with some interesting moments. Not without flaws but worth watching.,Action,0.16,0.3417,Positive,0.0,0.0,0.0,0.0
49845,M0102059,2013-05-12 14:38:51,2.5,11.8,Laptop,Excited,Action,14,6,5,2013,Disappointing action. The plot is boring and the acting is poor.,Action,-0.58,0.48,Negative,-0.38,-0.38,0.0,0.0
22143,M0102070,2013-10-12 21:35:55,3.0,31.4,Smart TV,Excited,Action,21,5,10,2013,"Average action. Nothing groundbreaking, but not boring either.",Action,-0.03,0.5,Neutral,0.0,0.0,0.0,0.0
8518,M0102070,2013-08-27 19:15:30,2.5,24.0,Smart TV,Excited,Action,19,1,8,2013,One of the worst actions in recent memory. Skip this mediocre film.,Action,-0.476,0.75,Negative,0.0,0.0,0.0,0.0
66515,M0102070,2017-06-11 06:02:02,4.5,67.4,Mobile,Excited,Action,6,6,6,2017,A cinematic triumph. Incredible performances and stunning cinematography.,Action,0.512,0.7,Positive,0.467,0.0,0.467,0.0
40861,M0102070,2019-09-27 10:05:18,3.0,40.8,Laptop,Excited,Action,10,4,9,2019,Passable action. The acting is okay but the plot feels a bit slow.,Action,-0.019,0.25,Neutral,0.075,0.075,0.0,0.0
61886,M0102070,2013-11-12 20:44:37,1.0,30.6,Smart TV,Excited,Action,20,1,11,2013,Overrated and dreadful. The script is incoherent and the ending is awful.,Action,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
29634,M0102138,2016-10-12 01:40:19,4.5,64.2,Mobile,Melancholic,Drama,1,2,10,2016,Completely moving. The plot is brilliant and the cast is outstanding.,Drama,0.7,0.7583,Positive,0.5,0.5,0.0,0.0
16593,M0102138,2015-04-27 08:20:45,1.5,20.7,Mobile,Melancholic,Drama,8,0,4,2015,A dull and forgettable drama. Terrible pacing and bland characters.,Drama,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
37027,M0102138,2014-11-12 15:15:12,5.0,50.2,Laptop,Melancholic,Drama,15,2,11,2014,One of the most masterpiece films I have ever seen. immersive storytelling.,Drama,0.46,0.5,Positive,0.0,0.5,0.0,0.0
27273,M0102138,2013-12-01 00:04:10,4.0,57.3,Mobile,Melancholic,Drama,0,6,12,2013,An absolute classic. The drama is immersive and the acting is stellar.,Drama,0.3325,0.3292,Positive,0.154,0.0,0.0,0.0
14171,M0102138,2014-07-06 23:50:00,4.5,56.8,Mobile,Melancholic,Drama,23,6,7,2014,One of the most gem films I have ever seen. moving storytelling.,Drama,0.412,0.5,Positive,0.0,0.5,0.0,0.0
17144,M0102266,2014-01-30 20:50:16,3.0,49.2,Smart TV,Excited,Action,20,3,1,2014,A decent action with some decent moments. Not without flaws but worth watching.,Action,0.11,0.3833,Neutral,0.0,0.0,0.0,0.0
69827,M0102266,2015-05-04 10:29:11,3.5,24.8,Laptop,Excited,Action,10,0,5,2015,"Average action. Nothing groundbreaking, but not boring either.",Action,-0.03,0.5,Neutral,0.0,0.0,0.0,0.0
66641,M0102266,2013-07-01 01:41:36,3.0,48.2,Mobile,Excited,Action,1,0,7,2013,"Average action. Nothing groundbreaking, but not boring either.",Action,-0.03,0.5,Neutral,0.0,0.0,0.0,0.0
21268,M0102266,2014-11-10 08:39:13,3.5,46.9,Mobile,Excited,Action,8,0,11,2014,Has its moments. Some scenes are interesting but overall feels mediocre.,Action,-0.08,0.5,Neutral,0.0,0.0,0.0,0.0
40431,M0102266,2021-10-23 18:20:19,4.0,40.9,Smart TV,Excited,Action,18,5,10,2021,One of the most triumph films I have ever seen. immersive storytelling.,Action,0.3,0.5,Positive,0.0,0.5,0.0,0.0
11276,M0102293,2018-11-09 19:41:30,4.0,53.8,Smart TV,Excited,Action,19,4,11,2018,An absolute revelation. The action is immersive and the acting is stellar.,Action,0.2105,0.3125,Positive,0.138,0.0,0.0,0.0
7161,M0102293,2013-05-05 10:20:35,5.0,78.8,Laptop,Excited,Action,10,6,5,2013,This is a timeless classic. The soundtrack is phenomenal and the script is flawless.,Action,0.7333,0.5556,Positive,0.0,0.556,0.0,0.556
15504,M0102293,2013-07-29 23:58:48,3.5,56.7,Mobile,Excited,Action,23,0,7,2013,Mixed feelings. Strong performances let down by a predictable story.,Action,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
46460,M0102293,2014-09-23 22:29:52,5.0,86.8,Smart TV,Excited,Action,22,1,9,2014,A cinematic revelation. Incredible performances and stunning cinematography.,Action,0.512,0.7,Positive,0.467,0.0,0.467,0.0
14147,M0102293,2013-05-11 19:07:58,1.0,9.8,Smart TV,Excited,Action,19,5,5,2013,One of the worst actions in recent memory. Skip this mediocre film.,Action,-0.476,0.75,Negative,0.0,0.0,0.0,0.0
3666,M0102492,2017-12-18 23:39:04,4.0,70.0,Mobile,Happy,Comedy,23,0,12,2017,This is a timeless masterpiece. The soundtrack is phenomenal and the script is flawless.,Comedy,0.85,0.75,Positive,0.0,0.75,0.0,0.75
36399,M0102492,2021-01-15 10:51:21,4.5,50.9,Laptop,Happy,Comedy,10,4,1,2021,An absolute triumph. The comedy is immersive and the acting is stellar.,Comedy,0.218,0.3833,Positive,0.15,0.0,0.0,0.0
43384,M0102492,2014-09-13 18:18:07,5.0,77.8,Smart TV,Happy,Comedy,18,5,9,2014,An absolute gem. The comedy is thought-provoking and the acting is stellar.,Comedy,0.218,0.3833,Positive,0.15,0.0,0.0,0.0
64972,M0102492,2016-12-17 20:04:33,4.0,57.5,Smart TV,Happy,Comedy,20,5,12,2016,A cinematic triumph. Incredible performances and stunning cinematography.,Comedy,0.512,0.7,Positive,0.467,0.0,0.467,0.0
43377,M0102492,2020-06-09 19:18:04,3.5,72.6,Smart TV,Happy,Comedy,19,1,6,2020,Mixed feelings. Strong performances let down by a predictable story.,Comedy,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
65318,M0102494,2013-08-23 20:27:50,3.5,49.5,Smart TV,Melancholic,Drama,20,4,8,2013,Mixed feelings. Strong performances let down by a predictable story.,Drama,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
11825,M0102494,2014-03-09 17:06:02,3.0,69.4,Laptop,Melancholic,Drama,17,6,3,2014,A decent drama with some decent moments. Not without flaws but worth watching.,Drama,0.1267,0.4778,Neutral,0.0,0.0,0.0,0.0
26003,M0102494,2020-09-16 06:58:56,4.0,69.7,Mobile,Melancholic,Drama,6,2,9,2020,A true triumph. Breathtaking visuals and a gripping narrative.,Drama,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
38831,M0102494,2019-09-16 16:53:57,2.5,33.4,Laptop,Melancholic,Drama,16,0,9,2019,"Awful. Waste of time — predictable, clichéd, and unwatchable.",Drama,-0.68,0.5,Negative,0.0,0.0,0.0,0.0
10458,M0102494,2018-12-19 15:35:28,3.5,45.3,Laptop,Melancholic,Drama,15,2,12,2018,Has its moments. Some scenes are interesting but overall feels mediocre.,Drama,-0.08,0.5,Neutral,0.0,0.0,0.0,0.0
42891,M0102510,2015-06-27 15:11:15,3.5,50.4,Laptop,Happy,Comedy,15,5,6,2015,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
64750,M0102510,2014-05-01 12:18:49,3.5,23.7,Laptop,Happy,Comedy,12,3,5,2014,Has its moments. Some scenes are solid but overall feels mediocre.,Comedy,-0.18,0.3667,Negative,0.0,0.0,0.0,0.0
49733,M0102510,2015-01-17 20:56:55,3.5,50.2,Smart TV,Happy,Comedy,20,5,1,2015,A decent comedy with some solid moments. Not without flaws but worth watching.,Comedy,0.0933,0.2889,Neutral,0.0,0.0,0.0,0.0
19360,M0102510,2015-02-13 20:39:19,3.5,66.5,Smart TV,Happy,Comedy,20,4,2,2015,Mixed feelings. Strong performances let down by a predictable story.,Comedy,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
24863,M0102510,2018-11-09 21:21:02,3.5,60.9,Smart TV,Happy,Comedy,21,4,11,2018,"Average comedy. Nothing groundbreaking, but not boring either.",Comedy,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
29627,M0102511,2014-09-14 20:48:54,3.5,29.0,Smart TV,Melancholic,Drama,20,6,9,2014,"Average drama. Nothing groundbreaking, but not boring either.",Drama,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
60485,M0102511,2016-03-16 19:55:16,3.5,53.0,Smart TV,Melancholic,Drama,19,2,3,2016,Mixed feelings. Strong performances let down by a predictable story.,Drama,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
38498,M0102511,2013-06-21 22:24:35,3.0,44.2,Smart TV,Melancholic,Drama,22,4,6,2013,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
