user_id,total_ratings,avg_rating_given,avg_watch_pct,unique_genres,favorite_genre,favorite_device,first_seen,last_seen,mobile_ratio,evening_ratio,tenure_days,ratings_per_day,subscription,age_group,days_inactive,churn_risk,is_active,avg_daily_hours
19731,7,4.36,59.0,3,Action,Laptop,2020-01-24 09:50:35,2021-07-29 19:58:27,0.14285714285714285,0.42857142857142855,552,0.0127,Free,25-34,117,Medium,False,0.1
19733,7,3.79,54.857142857142854,6,Comedy,Smart TV,2018-05-30 06:15:54,2019-06-14 10:17:41,0.2857142857142857,0.5714285714285714,380,0.0184,Free,45-54,893,High,False,0.1
19734,232,3.68,52.237500000000004,10,Drama,Mobile,2013-02-28 21:12:36,2016-01-02 03:34:45,0.39655172413793105,0.4353448275862069,1037,0.2237,Premium,25-34,2153,High,False,0.18
19736,91,3.31,46.92087912087912,9,Drama,Laptop,2014-03-02 10:01:23,2017-11-13 09:50:48,0.2857142857142857,0.31868131868131866,1351,0.0674,Basic,35-44,1471,High,False,0.1
1974,20,3.18,45.185,9,Action,Laptop,2013-03-05 12:51:20,2013-04-10 11:58:09,0.1,0.0,35,0.5714,Free,25-34,3149,High,False,0.39
19740,6,4.17,60.78333333333333,4,Drama,Mobile,2014-04-25 09:02:30,2015-06-02 20:44:29,0.5,0.3333333333333333,403,0.0149,Free,18-24,2366,High,False,0.1
19741,7,2.29,37.22857142857142,4,Action,Laptop,2013-06-04 14:25:26,2017-04-24 23:28:03,0.42857142857142855,0.42857142857142855,1420,0.0049,Free,25-34,1674,High,False,0.1
19743,10,4.45,58.79,5,Action,Mobile,2020-01-12 20:31:10,2021-07-18 09:04:43,0.4,0.4,552,0.0181,Free,45-54,128,Medium,False,0.1
19744,9,3.89,53.56666666666667,5,Horror,Mobile,2013-03-02 20:10:42,2015-02-01 18:37:38,0.7777777777777778,0.4444444444444444,700,0.0129,Free,25-34,2487,High,False,0.1
19751,8,4.0,61.475,3,Drama,Mobile,2017-07-09 23:53:39,2018-07-10 05:56:00,0.75,0.625,365,0.0219,Free,25-34,1232,High,False,0.1
19755,11,4.27,63.054545454545455,3,Drama,Laptop,2016-02-22 16:46:20,2019-12-08 17:04:57,0.0,0.2727272727272727,1385,0.0079,Free,25-34,716,High,False,0.1
19756,6,3.92,57.38333333333333,3,Biography,Smart TV,2016-12-23 22:56:31,2019-08-28 23:22:37,0.16666666666666666,1.0,978,0.0061,Free,18-24,818,High,False,0.1
19758,12,3.96,52.85,7,Crime,Smart TV,2020-02-11 18:48:45,2021-08-14 18:49:19,0.3333333333333333,0.6666666666666666,550,0.0218,Free,35-44,101,Medium,False,0.1
19761,8,3.12,34.65,4,Action,Laptop,2013-04-27 14:47:55,2013-07-01 16:24:07,0.25,0.5,65,0.1231,Free,25-34,3067,High,False,0.1
19764,38,3.89,52.61052631578948,7,Action,Smart TV,2013-11-16 16:50:52,2018-10-26 20:25:03,0.13157894736842105,0.7105263157894737,1805,0.0211,Basic,35-44,1124,High,False,0.1
19765,6,4.75,68.13333333333334,5,Biography,Laptop,2017-03-06 18:19:21,2019-05-04 12:41:03,0.3333333333333333,0.3333333333333333,788,0.0076,Free,18-24,934,High,False,0.1
19771,16,4.75,69.8,7,Action,Mobile,2014-05-22 23:14:09,2018-06-02 05:52:17,0.4375,0.1875,1471,0.0109,Free,45-54,1270,High,False,0.1
19772,35,4.06,58.15142857142857,9,Comedy,Laptop,2014-02-26 09:41:29,2015-06-21 18:41:52,0.14285714285714285,0.22857142857142856,480,0.0729,Basic,18-24,2347,High,False,0.1
19774,5,3.6,46.32,3,Drama,Mobile,2020-04-18 20:41:14,2021-10-26 08:29:41,0.8,0.6,555,0.009,Free,18-24,28,Low,True,0.1
19775,12,3.92,55.375,8,Drama,Laptop,2020-04-21 21:51:52,2021-07-22 11:57:26,0.16666666666666666,0.3333333333333333,456,0.0263,Free,25-34,124,Medium,False,0.1
19780,50,3.89,53.284,7,Action,Mobile,2018-02-03 00:34:52,2020-02-13 18:18:44,0.5,0.76,740,0.0676,Basic,55+,649,High,False,0.1
19783,5,4.3,54.67999999999999,3,Comedy,Laptop,2016-10-12 08:25:26,2017-04-09 19:18:17,0.2,0.4,179,0.0279,Free,25-34,1689,High,False,0.1
19786,79,3.57,49.66835443037975,7,Action,Laptop,2013-03-01 21:01:51,2015-10-25 15:02:58,0.26582278481012656,0.20253164556962025,967,0.0817,Basic,25-34,2221,High,False,0.1
19789,120,3.43,47.848333333333336,9,Action,Smart TV,2020-01-09 13:22:37,2021-11-22 00:16:05,0.31666666666666665,0.6083333333333333,682,0.176,Standard,25-34,2,Low,True,0.13
19790,21,3.86,53.900000000000006,7,Action,Laptop,2015-08-03 14:15:19,2016-10-28 16:49:50,0.2857142857142857,0.09523809523809523,452,0.0465,Free,25-34,1852,High,False,0.1
19791,8,3.62,50.9625,3,Action,Smart TV,2015-11-08 18:35:27,2017-05-08 05:05:21,0.25,0.875,546,0.0147,Free,55+,1660,High,False,0.1
19794,17,3.85,54.7235294117647,4,Action,Mobile,2020-01-09 23:38:58,2021-10-25 12:19:33,0.7647058823529411,0.8235294117647058,654,0.026,Free,45-54,29,Low,True,0.1
19795,9,3.61,52.32222222222222,4,Crime,Laptop,2013-03-09 11:53:48,2013-08-24 13:43:04,0.1111111111111111,0.2222222222222222,168,0.0536,Free,35-44,3013,High,False,0.1
19796,10,2.75,34.839999999999996,6,Drama,Smart TV,2013-03-31 21:52:43,2019-07-16 18:50:53,0.1,0.7,2297,0.0044,Free,25-34,861,High,False,0.1
19798,5,3.5,50.82,3,Adventure,Laptop,2017-03-16 15:11:40,2017-03-26 16:28:46,0.0,0.0,10,0.5,Free,45-54,1703,High,False,0.38
198,7,3.71,54.0,4,Action,Laptop,2013-03-09 17:36:03,2013-06-13 16:01:49,0.2857142857142857,0.0,95,0.0737,Free,25-34,3085,High,False,0.1
1980,254,3.35,46.68858267716535,13,Action,Smart TV,2013-03-13 23:06:10,2016-03-26 02:40:20,0.19291338582677164,0.6417322834645669,1108,0.2292,Premium,25-34,2069,High,False,0.16
19801,9,3.89,53.01111111111111,6,Action,Mobile,2014-09-30 04:34:24,2015-05-16 03:54:43,1.0,0.1111111111111111,227,0.0396,Free,25-34,2384,High,False,0.1
1981,20,3.45,47.7,8,Drama,Mobile,2020-01-12 23:58:32,2020-09-12 21:30:54,0.6,0.5,243,0.0823,Free,25-34,437,High,False,0.1
19810,67,4.16,58.50149253731343,9,Comedy,Smart TV,2015-03-18 07:50:51,2019-01-14 18:47:01,0.2537313432835821,0.6119402985074627,1398,0.0479,Basic,55+,1044,High,False,0.1
19811,7,4.29,54.67142857142857,3,Drama,Smart TV,2014-01-04 21:12:12,2014-11-01 21:41:36,0.0,0.5714285714285714,301,0.0233,Free,25-34,2579,High,False,0.1
19812,9,3.67,48.7,5,Drama,Smart TV,2013-07-18 21:23:40,2014-06-10 20:52:31,0.0,0.5555555555555556,326,0.0276,Free,18-24,2723,High,False,0.1
19815,32,4.33,58.58125,6,Action,Mobile,2018-07-21 02:45:14,2019-04-06 00:39:40,0.40625,0.40625,258,0.124,Basic,25-34,963,High,False,0.11
19817,68,3.31,47.66470588235294,7,Action,Smart TV,2013-09-19 21:44:47,2016-01-28 22:03:53,0.029411764705882353,0.8676470588235294,861,0.079,Basic,45-54,2126,High,False,0.1
1982,12,3.75,53.85,4,Action,Laptop,2020-01-19 19:52:00,2021-11-12 16:52:32,0.08333333333333333,0.25,662,0.0181,Free,35-44,11,Low,True,0.1
19820,5,3.7,52.6,2,Drama,Laptop,2013-03-02 22:28:49,2013-04-05 13:09:33,0.0,0.2,33,0.1515,Free,25-34,3154,High,False,0.12
19825,10,4.2,58.629999999999995,6,Action,Smart TV,2013-03-03 17:00:26,2014-10-26 18:22:06,0.0,0.6,602,0.0166,Free,18-24,2585,High,False,0.1
19827,16,4.16,61.025,6,Action,Mobile,2017-07-18 08:15:55,2018-08-11 01:50:19,0.625,0.5625,388,0.0412,Free,55+,1201,High,False,0.1
19830,9,4.22,56.666666666666664,4,Crime,Laptop,2019-01-26 20:27:55,2019-10-05 16:18:07,0.2222222222222222,0.3333333333333333,251,0.0359,Free,18-24,780,High,False,0.1
19835,9,3.39,52.8,4,Action,Smart TV,2017-02-04 20:06:14,2020-01-27 20:38:04,0.3333333333333333,0.7777777777777778,1087,0.0083,Free,45-54,666,High,False,0.1
19837,14,4.25,60.93571428571429,5,Action,Laptop,2018-06-25 04:05:57,2019-11-20 11:37:38,0.42857142857142855,0.14285714285714285,513,0.0273,Free,45-54,734,High,False,0.1
19838,12,3.46,49.775,5,Action,Smart TV,2013-09-03 17:55:36,2014-06-01 05:45:20,0.16666666666666666,0.5833333333333334,270,0.0444,Free,55+,2732,High,False,0.1
19841,5,3.6,50.379999999999995,2,Drama,Mobile,2020-09-20 22:33:22,2021-06-29 06:13:00,0.6,0.4,281,0.0178,Free,45-54,147,Medium,False,0.1
19848,49,3.97,57.077551020408166,8,Action,Mobile,2013-04-15 02:58:05,2016-04-13 13:57:23,0.7142857142857143,0.42857142857142855,1094,0.0448,Basic,25-34,2050,High,False,0.1
19849,14,3.93,59.48571428571428,5,Drama,Mobile,2020-01-10 02:30:16,2021-02-21 07:17:25,0.7142857142857143,0.5,408,0.0343,Free,25-34,275,High,False,0.1
19851,92,3.5,49.80760869565218,10,Action,Mobile,2016-10-30 03:50:08,2020-02-12 04:55:31,0.75,0.5543478260869565,1200,0.0767,Basic,25-34,650,High,False,0.1
19854,79,4.11,57.627848101265826,10,Action,Mobile,2014-02-02 19:53:27,2019-05-26 06:21:10,0.8734177215189873,0.2911392405063291,1938,0.0408,Basic,18-24,912,High,False,0.1
19856,51,3.84,52.37450980392157,8,Comedy,Mobile,2015-11-10 19:57:32,2018-12-27 12:29:23,0.6078431372549019,0.5294117647058824,1142,0.0447,Basic,35-44,1062,High,False,0.1
19859,5,3.6,47.739999999999995,3,Action,Smart TV,2013-07-24 23:26:41,2015-10-24 11:08:25,0.2,0.6,821,0.0061,Free,45-54,2222,High,False,0.1
1986,9,4.39,64.63333333333334,3,Action,Mobile,2016-03-19 02:49:16,2017-07-28 23:55:01,0.8888888888888888,0.6666666666666666,496,0.0181,Free,35-44,1579,High,False,0.1
19860,69,3.48,47.38260869565217,7,Action,Laptop,2013-03-22 00:36:35,2016-04-04 08:14:15,0.34782608695652173,0.42028985507246375,1109,0.0622,Basic,18-24,2059,High,False,0.1
19866,12,4.33,58.11666666666667,5,Comedy,Mobile,2017-12-16 01:45:22,2018-07-21 05:54:25,0.5833333333333334,0.4166666666666667,217,0.0553,Free,18-24,1221,High,False,0.1
19878,25,4.22,57.692,5,Drama,Mobile,2016-01-23 20:55:20,2018-06-14 07:04:24,0.68,0.2,872,0.0287,Free,35-44,1258,High,False,0.1
19879,11,4.59,69.46363636363637,6,Drama,Smart TV,2017-05-10 17:15:39,2017-11-26 20:15:50,0.0,0.5454545454545454,200,0.055,Free,25-34,1458,High,False,0.1
1988,9,2.83,46.922222222222224,4,Comedy,Smart TV,2013-03-15 20:30:17,2013-04-02 20:46:46,0.1111111111111111,1.0,18,0.5,Free,18-24,3157,High,False,0.35
19887,5,4.5,63.160000000000004,3,Animation,Laptop,2017-04-04 15:09:12,2017-04-12 16:03:31,0.2,0.0,8,0.625,Free,25-34,1686,High,False,0.59
19888,9,3.67,54.91111111111111,7,Crime,Smart TV,2013-10-21 19:56:27,2014-06-18 20:56:18,0.0,0.6666666666666666,240,0.0375,Free,35-44,2715,High,False,0.1
19889,9,3.28,48.099999999999994,5,Drama,Mobile,2013-11-12 04:33:05,2014-02-26 05:19:18,0.5555555555555556,0.3333333333333333,106,0.0849,Free,35-44,2827,High,False,0.1
19891,5,3.8,55.7,4,Comedy,Smart TV,2019-12-02 01:20:11,2020-02-02 22:48:28,0.4,1.0,62,0.0806,Free,25-34,660,High,False,0.1
19892,9,3.72,45.02222222222222,5,Action,Mobile,2020-01-18 09:48:34,2021-07-31 07:12:49,0.4444444444444444,0.4444444444444444,559,0.0161,Free,55+,115,Medium,False,0.1
19893,6,3.0,47.583333333333336,5,Action,Laptop,2013-08-17 23:49:10,2013-09-03 23:36:16,0.3333333333333333,0.3333333333333333,16,0.375,Free,18-24,3003,High,False,0.27
19898,9,4.39,59.522222222222226,5,Drama,Mobile,2017-12-29 08:48:19,2020-01-15 13:58:12,0.8888888888888888,0.4444444444444444,747,0.012,Free,35-44,678,High,False,0.1
19902,19,4.11,59.247368421052634,8,Action,Smart TV,2013-02-28 22:56:53,2017-07-09 23:29:42,0.10526315789473684,0.9473684210526315,1592,0.0119,Free,45-54,1598,High,False,0.1
19908,7,4.5,61.15714285714286,5,Action,Mobile,2020-01-16 01:36:43,2021-07-21 11:53:09,0.42857142857142855,0.7142857142857143,552,0.0127,Free,25-34,125,Medium,False,0.1
1991,61,2.8,39.8327868852459,7,Action,Smart TV,2020-01-10 19:55:08,2021-11-06 21:33:07,0.08196721311475409,0.5573770491803278,666,0.0916,Basic,18-24,17,Low,True,0.1
19911,64,3.58,52.1515625,8,Action,Smart TV,2013-12-14 10:42:14,2019-01-01 21:43:16,0.171875,0.65625,1844,0.0347,Basic,35-44,1057,High,False,0.1
19915,20,4.42,62.835,6,Action,Laptop,2018-04-21 13:53:38,2018-07-30 02:37:28,0.45,0.4,99,0.202,Free,25-34,1213,High,False,0.19
1992,11,3.59,50.1,4,Action,Mobile,2020-01-19 00:19:07,2021-10-16 05:08:54,0.7272727272727273,0.6363636363636364,636,0.0173,Free,55+,38,Low,True,0.1
19920,29,3.78,54.60689655172414,8,Action,Mobile,2017-08-18 23:08:01,2019-08-14 06:21:50,0.5172413793103449,0.4482758620689655,725,0.04,Free,35-44,832,High,False,0.1
19927,27,3.26,45.470370370370375,8,Action,Smart TV,2013-10-06 20:23:49,2017-06-04 12:43:17,0.037037037037037035,0.6296296296296297,1336,0.0202,Free,55+,1633,High,False,0.1
19929,11,3.45,45.11818181818182,3,Action,Smart TV,2017-06-19 15:42:58,2017-12-24 20:15:39,0.18181818181818182,0.5454545454545454,188,0.0585,Free,18-24,1430,High,False,0.1
19934,5,4.2,60.620000000000005,2,Drama,Mobile,2020-01-27 02:00:13,2020-03-20 23:29:40,1.0,1.0,53,0.0943,Free,18-24,613,High,False,0.1
19935,141,3.24,45.98156028368794,11,Action,Mobile,2015-03-28 07:20:08,2015-12-24 09:47:21,0.5815602836879432,0.7375886524822695,271,0.5203,Standard,35-44,2161,High,False,0.36
19938,18,3.86,54.577777777777776,7,Drama,Mobile,2016-08-28 02:26:02,2019-01-13 04:56:45,0.7777777777777778,0.5555555555555556,868,0.0207,Free,25-34,1045,High,False,0.1
1994,40,3.62,51.295,6,Action,Laptop,2015-02-20 16:59:49,2019-10-11 09:44:36,0.4,0.325,1693,0.0236,Basic,45-54,774,High,False,0.1
19940,26,3.63,49.2,8,Action,Mobile,2015-01-26 03:51:55,2015-02-08 12:39:17,0.6923076923076923,0.0,13,2.0,Free,25-34,2480,High,False,1.48
19942,21,4.02,56.56666666666667,7,Comedy,Mobile,2017-05-09 23:10:31,2019-03-07 19:44:24,0.7142857142857143,0.9523809523809523,666,0.0315,Free,35-44,992,High,False,0.1
19945,13,3.81,49.99230769230769,5,Action,Mobile,2013-05-06 00:28:33,2014-05-27 22:45:40,0.7692307692307693,0.8461538461538461,386,0.0337,Free,35-44,2737,High,False,0.1
19947,8,4.56,65.2,4,Crime,Smart TV,2020-07-09 22:28:23,2020-08-15 00:38:43,0.5,1.0,36,0.2222,Free,18-24,466,High,False,0.22
19948,4,3.0,37.05,1,Action,Smart TV,2021-06-19 19:30:13,2021-10-16 18:05:22,0.25,1.0,118,0.0339,Free,35-44,38,Low,True,0.1
19949,16,3.12,44.425,7,Drama,Mobile,2020-01-11 17:02:50,2020-07-10 21:54:54,0.6875,0.375,181,0.0884,Free,35-44,501,High,False,0.1
19950,16,4.03,50.8125,5,Action,Mobile,2021-03-18 23:13:10,2021-10-17 20:04:09,0.5,0.75,212,0.0755,Free,18-24,37,Low,True,0.1
19951,6,2.67,31.416666666666668,3,Action,Smart TV,2018-02-03 17:58:42,2018-09-29 18:22:05,0.0,0.6666666666666666,238,0.0252,Free,35-44,1151,High,False,0.1
19952,20,3.12,38.81,8,Action,Mobile,2013-03-07 16:36:24,2014-06-07 00:05:27,0.5,0.7,456,0.0439,Free,25-34,2727,High,False,0.1
19957,23,3.74,52.36521739130435,5,Drama,Mobile,2020-03-11 06:43:33,2021-07-13 20:39:08,0.6086956521739131,0.43478260869565216,489,0.047,Free,25-34,133,Medium,False,0.1
19960,6,4.08,56.599999999999994,5,Drama,Mobile,2015-06-28 23:51:46,2015-07-18 04:38:05,0.6666666666666666,0.5,19,0.3158,Free,25-34,2321,High,False,0.27
19964,13,3.58,48.361538461538466,5,Action,Smart TV,2013-03-11 00:04:27,2019-10-25 21:15:26,0.23076923076923078,0.8461538461538461,2419,0.0054,Free,18-24,760,High,False,0.1
19966,4,4.25,63.375,4,Adventure,Smart TV,2020-09-06 22:29:28,2021-05-31 23:53:51,0.25,0.75,267,0.015,Free,18-24,176,Medium,False,0.1
19968,409,3.2,45.90488997555012,11,Action,Mobile,2013-12-03 23:10:40,2017-05-20 20:06:19,0.5574572127139364,0.5916870415647921,1263,0.3238,Premium,18-24,1648,High,False,0.22
1997,58,3.7,50.070689655172416,8,Drama,Mobile,2013-11-09 14:55:57,2019-02-01 11:54:45,0.5,0.6551724137931034,1909,0.0304,Basic,18-24,1026,High,False,0.1
19970,11,3.73,50.690909090909095,4,Action,Laptop,2013-09-15 13:14:52,2014-09-13 19:37:18,0.09090909090909091,0.45454545454545453,363,0.0303,Free,45-54,2628,High,False,0.1
19973,9,4.17,61.12222222222223,3,Action,Laptop,2014-03-12 14:37:45,2015-12-23 15:46:05,0.0,0.1111111111111111,651,0.0138,Free,18-24,2162,High,False,0.1
19976,11,3.82,54.78181818181818,5,Action,Laptop,2016-05-23 15:45:33,2016-09-06 02:21:52,0.45454545454545453,0.18181818181818182,105,0.1048,Free,25-34,1905,High,False,0.1
19977,7,2.93,41.17142857142857,3,Action,Smart TV,2013-09-01 20:41:09,2014-09-01 03:12:12,0.2857142857142857,0.5714285714285714,364,0.0192,Free,45-54,2641,High,False,0.1
19979,10,3.0,45.36,4,Action,Mobile,2019-08-16 06:38:27,2020-01-25 06:47:55,0.6,0.2,162,0.0617,Free,18-24,668,High,False,0.1
19983,4,3.5,56.275,3,Biography,Smart TV,2014-04-12 20:11:33,2014-04-12 20:14:03,0.0,1.0,1,4.0,Free,25-34,2782,High,False,3.38
19988,7,3.5,49.55714285714286,4,Biography,Smart TV,2013-02-28 22:22:24,2013-05-15 21:13:10,0.0,1.0,75,0.0933,Free,35-44,3114,High,False,0.1
1999,25,4.04,55.931999999999995,5,Action,Mobile,2017-12-09 00:22:41,2020-01-18 23:07:41,0.88,0.8,770,0.0325,Free,35-44,675,High,False,0.1
19991,13,3.92,58.00769230769231,7,Action,Mobile,2018-05-14 23:46:16,2019-11-30 23:17:30,0.6153846153846154,1.0,564,0.023,Free,35-44,724,High,False,0.1
19992,20,4.08,54.120000000000005,8,Comedy,Smart TV,2019-02-02 16:49:58,2020-02-14 21:39:16,0.4,0.7,377,0.0531,Free,18-24,648,High,False,0.1
19998,109,3.9,53.98348623853211,9,Action,Mobile,2014-03-29 10:05:56,2020-02-02 20:32:12,0.7339449541284404,0.47706422018348627,2136,0.051,Standard,45-54,660,High,False,0.1
19999,7,3.79,53.528571428571425,4,Action,Mobile,2016-07-24 12:42:38,2016-08-24 23:22:21,0.5714285714285714,0.42857142857142855,31,0.2258,Free,18-24,1917,High,False,0.18
200,10,4.85,66.94,5,Animation,Mobile,2018-08-09 13:01:42,2019-06-18 05:14:34,0.6,0.2,312,0.0321,Free,18-24,889,High,False,0.1
2000,5,3.0,43.7,4,Action,Laptop,2015-01-04 09:35:25,2015-09-09 16:27:54,0.4,0.2,248,0.0202,Free,45-54,2267,High,False,0.1
20008,5,4.1,64.4,4,Action,Mobile,2019-08-03 09:51:54,2019-08-16 01:46:52,0.6,0.8,12,0.4167,Free,25-34,831,High,False,0.4
20010,5,3.9,61.3,4,Biography,Mobile,2013-09-28 04:59:00,2014-04-07 03:54:47,0.6,0.0,190,0.0263,Free,25-34,2788,High,False,0.1
20013,9,3.5,47.41111111111111,6,Action,Mobile,2018-12-31 01:29:44,2019-11-02 22:44:07,0.6666666666666666,0.7777777777777778,306,0.0294,Free,25-34,752,High,False,0.1
20015,34,3.91,55.470588235294116,8,Action,Mobile,2020-06-26 00:55:32,2021-09-27 00:47:31,0.8529411764705882,0.7352941176470589,457,0.0744,Basic,25-34,58,Low,True,0.1
20017,5,4.3,58.17999999999999,5,Drama,Mobile,2014-10-11 04:03:29,2015-03-16 13:18:11,0.6,0.6,156,0.0321,Free,25-34,2444,High,False,0.1
20019,12,3.83,51.166666666666664,8,Drama,Mobile,2017-04-07 16:58:13,2019-11-19 18:13:49,0.5,0.5833333333333334,956,0.0126,Free,35-44,735,High,False,0.1
2002,7,4.07,64.15714285714286,4,Drama,Laptop,2013-03-16 14:04:01,2014-06-26 21:55:15,0.14285714285714285,0.42857142857142855,467,0.015,Free,25-34,2707,High,False,0.1
20024,36,3.21,44.59444444444445,8,Comedy,Smart TV,2017-04-22 14:16:06,2019-11-20 07:16:36,0.2777777777777778,0.6666666666666666,941,0.0383,Basic,25-34,734,High,False,0.1
20036,17,3.21,43.476470588235294,5,Animation,Laptop,2014-10-06 20:39:08,2014-11-19 17:40:34,0.058823529411764705,0.35294117647058826,43,0.3953,Free,45-54,2561,High,False,0.26
20037,9,4.33,58.544444444444444,5,Drama,Laptop,2015-03-27 19:24:31,2015-11-04 22:26:54,0.3333333333333333,0.3333333333333333,222,0.0405,Free,55+,2211,High,False,0.1
20041,54,3.28,45.670370370370364,9,Action,Smart TV,2013-03-02 07:58:17,2015-08-06 19:54:53,0.24074074074074073,0.6296296296296297,887,0.0609,Basic,35-44,2301,High,False,0.1
20046,38,3.8,53.84473684210526,9,Action,Smart TV,2017-09-10 14:23:37,2020-02-10 19:40:36,0.2631578947368421,0.631578947368421,883,0.043,Basic,18-24,652,High,False,0.1
20047,14,4.43,59.00714285714286,6,Action,Mobile,2013-09-16 14:34:55,2014-09-22 04:05:24,0.8571428571428571,0.14285714285714285,370,0.0378,Free,35-44,2620,High,False,0.1
20049,7,4.64,68.24285714285715,3,Crime,Mobile,2013-08-08 05:13:36,2014-01-11 06:22:05,0.8571428571428571,0.14285714285714285,156,0.0449,Free,35-44,2873,High,False,0.1
20050,5,4.1,58.620000000000005,4,Crime,Smart TV,2013-06-16 05:04:20,2013-07-27 21:46:58,0.2,0.8,41,0.122,Free,25-34,3041,High,False,0.11
2006,6,3.67,52.38333333333333,4,Crime,Smart TV,2013-03-16 18:30:43,2015-01-04 22:33:10,0.0,0.6666666666666666,659,0.0091,Free,45-54,2515,High,False,0.1
20066,47,3.38,47.00425531914893,8,Drama,Mobile,2016-01-25 16:03:21,2020-01-29 19:53:19,0.44680851063829785,0.6808510638297872,1465,0.0321,Basic,45-54,664,High,False,0.1
20067,18,4.28,63.65555555555555,7,Biography,Smart TV,2016-08-30 13:24:01,2017-07-24 19:39:21,0.3333333333333333,0.5555555555555556,328,0.0549,Free,35-44,1583,High,False,0.1
20070,420,3.14,44.237857142857145,11,Action,Laptop,2013-05-31 16:09:43,2020-02-13 06:49:14,0.3238095238095238,0.3357142857142857,2448,0.1716,Premium,18-24,649,High,False,0.11
20072,6,4.25,57.1,3,Action,Mobile,2016-08-21 23:05:32,2016-11-18 15:30:12,0.6666666666666666,0.3333333333333333,88,0.0682,Free,35-44,1831,High,False,0.1
20075,11,3.77,53.39090909090908,5,Drama,Laptop,2015-01-30 17:54:24,2016-03-12 23:41:40,0.36363636363636365,0.45454545454545453,407,0.027,Free,45-54,2082,High,False,0.1
20076,12,3.96,59.025,5,Comedy,Laptop,2020-01-11 05:32:32,2021-07-05 22:31:48,0.08333333333333333,0.3333333333333333,541,0.0222,Free,25-34,141,Medium,False,0.1
20078,20,3.58,50.62,3,Crime,Mobile,2017-07-20 04:09:19,2019-10-12 00:39:30,0.95,0.55,813,0.0246,Free,55+,774,High,False,0.1
20080,6,2.92,44.699999999999996,2,Action,Mobile,2014-05-13 18:22:43,2014-08-11 23:57:27,0.6666666666666666,0.6666666666666666,90,0.0667,Free,45-54,2661,High,False,0.1
20081,37,3.34,48.24324324324324,9,Drama,Laptop,2016-07-07 21:52:56,2018-04-13 20:33:21,0.0,0.4864864864864865,644,0.0575,Basic,25-34,1320,High,False,0.1
20082,127,3.59,50.45511811023622,9,Action,Smart TV,2013-03-11 23:21:18,2019-11-10 16:58:58,0.2440944881889764,0.5984251968503937,2434,0.0522,Standard,35-44,744,High,False,0.1
20083,7,3.29,44.08571428571429,3,Comedy,Mobile,2020-01-30 20:31:47,2020-04-21 23:15:14,0.5714285714285714,1.0,82,0.0854,Free,25-34,581,High,False,0.1
20085,13,3.0,41.73846153846154,4,Action,Smart TV,2014-05-28 15:57:38,2015-09-10 23:03:10,0.07692307692307693,0.8461538461538461,470,0.0277,Free,18-24,2266,High,False,0.1
20087,16,3.03,43.14375,8,Comedy,Laptop,2013-11-11 01:01:10,2015-09-06 12:28:41,0.3125,0.375,664,0.0241,Free,45-54,2270,High,False,0.1
20088,35,4.33,62.35142857142858,8,Action,Smart TV,2019-05-29 21:35:34,2020-02-14 08:40:40,0.17142857142857143,0.6571428571428571,260,0.1346,Basic,35-44,648,High,False,0.13
2009,25,3.94,53.711999999999996,6,Drama,Laptop,2016-01-14 12:22:37,2019-09-06 19:30:14,0.04,0.44,1331,0.0188,Free,35-44,809,High,False,0.1
20090,16,3.47,48.54375,7,Action,Mobile,2013-05-02 21:23:38,2016-01-06 22:18:19,0.4375,0.375,979,0.0163,Free,18-24,2148,High,False,0.1
20092,6,4.25,54.93333333333334,3,Action,Laptop,2013-10-12 16:57:40,2014-03-23 10:05:28,0.3333333333333333,0.0,161,0.0373,Free,25-34,2802,High,False,0.1
20098,13,4.15,55.83076923076923,5,Action,Smart TV,2017-10-16 18:26:45,2019-01-03 23:08:59,0.15384615384615385,1.0,444,0.0293,Free,45-54,1055,High,False,0.1
2010,49,3.88,53.51428571428571,9,Action,Mobile,2014-02-16 03:58:24,2019-08-21 07:14:45,0.673469387755102,0.40816326530612246,2012,0.0244,Basic,18-24,825,High,False,0.1
20106,6,4.25,53.833333333333336,2,Drama,Laptop,2017-03-01 11:15:06,2018-08-27 23:47:15,0.16666666666666666,0.5,544,0.011,Free,18-24,1184,High,False,0.1
20116,17,3.32,47.33529411764706,7,Action,Smart TV,2016-04-28 19:24:51,2019-03-08 23:36:55,0.17647058823529413,0.6470588235294118,1044,0.0163,Free,18-24,991,High,False,0.1
20118,51,4.2,57.615686274509805,8,Drama,Mobile,2017-09-17 17:48:22,2020-02-15 00:26:54,0.6274509803921569,0.6274509803921569,880,0.058,Basic,25-34,648,High,False,0.1
20119,100,3.36,46.297,8,Action,Smart TV,2013-05-14 13:17:08,2020-02-10 17:45:37,0.07,0.52,2463,0.0406,Standard,45-54,652,High,False,0.1
20120,4,4.38,53.8,3,Crime,Mobile,2018-08-22 05:00:44,2019-08-19 09:36:48,0.75,0.25,362,0.011,Free,35-44,827,High,False,0.1
20122,6,3.92,53.48333333333333,3,Action,Smart TV,2017-02-23 21:52:46,2017-08-07 20:40:12,0.0,0.8333333333333334,164,0.0366,Free,18-24,1569,High,False,0.1
20124,10,4.35,63.7,5,Crime,Smart TV,2019-06-14 22:37:51,2019-10-02 22:53:01,0.2,0.6,110,0.0909,Free,18-24,783,High,False,0.1
